,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,64644750.0,1076000.0,,
June 2009,64644750.0,1076000.0,,
September 2009,64644750.0,1076000.0,,
December 2009,64644750.0,1076000.0,,
March 2010,58332000.0,5793000.0,,
June 2010,60969000.0,1607000.0,,
September 2010,55288000.0,-4780000.0,,
December 2010,65217000.0,-3692000.0,,
March 2011,59445000.0,4401000.0,,
June 2011,56174000.0,-3432000.0,,
September 2011,59801000.0,-12723000.0,,
December 2011,61678000.0,7701000.0,,
March 2012,59656000.0,11556000.0,,
June 2012,59381000.0,11606000.0,,
September 2012,61210000.0,11785000.0,,
December 2012,72942000.0,17665000.0,,
March 2013,73255000.0,28469000.0,,
June 2013,78757000.0,17650000.0,,
September 2013,90341000.0,24376000.0,,
December 2013,97175000.0,27735000.0,,
March 2014,100204000.0,28469000.0,,
June 2014,94139000.0,17650000.0,,
September 2014,112562000.0,-3064000.0,,
December 2014,83271000.0,15458000.0,,
March 2015,95675000.0,15677000.0,,
June 2015,104832000.0,16538000.0,,
September 2015,113668000.0,-2421000.0,,
December 2015,121940000.0,1061000.0,,
March 2016,113247000.0,-9749000.0,,
June 2016,119846000.0,-11924000.0,,
September 2016,114457000.0,-3815000.0,,
December 2016,113346000.0,-74000.0,,
March 2017,106537000.0,-2580000.0,,
June 2017,111632000.0,4273000.0,,
September 2017,114355000.0,1569000.0,,
December 2017,117889000.0,3201000.0,,
March 2018,114878000.0,12732000.0,,
June 2018,120690000.0,17011000.0,,
September 2018,118380000.0,14630000.0,,
December 2018,126613000.0,29476000.0,,
March 2019,117914000.0,19509000.0,,
June 2019,127484000.0,19974000.0,,
September 2019,125608000.0,11469000.0,,
December 2019,132018000.0,5052000.0,,
March 2020,113007000.0,-56202000.0,,
June 2020,115278000.0,20520000.0,,
September 2020,122158000.0,7419000.0,,
December 2020,128324000.0,25126000.0,,
March 2021,126049000.0,45398000.0,,
June 2021,137870000.0,37004000.0,,
September 2021,138081000.0,18239000.0,,
December 2021,142490000.0,7564000.0,,
March 2022,132783000.0,6221000.0,,
June 2022,130142000.0,2129000.0,,
