,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2009,48062.0,-7102.25,,,
March 2010,48062.0,-7102.25,,,
June 2010,48062.0,-7102.25,,,
September 2010,48062.0,-7102.25,,,
December 2010,53234.0,-51744.0,61014.0,17236.0,
March 2011,20940.0,-20009.0,,,
June 2011,12428.0,-8923.0,,,
September 2011,259175.0,-404355.0,,,
December 2011,132016.0,-184272.0,3161688.0,17928.0,
March 2012,811015.0,-881805.0,3158832.0,16117.0,
June 2012,371903.0,-214483.0,4749139.0,155277.0,
September 2012,3803903.0,-2538253.0,34832453.0,6713419.0,
December 2012,15542724.0,2580667.0,33600404.0,6126322.0,
March 2013,10627068.0,-2481785.0,32636274.0,5570240.0,
June 2013,11945377.0,-2651190.0,29436165.0,4156801.0,
September 2013,8274246.0,-2720461.0,28370465.0,4194304.0,
December 2013,5568715.0,-881618.0,23225051.0,3947419.0,
March 2014,6039137.0,-1469394.0,21336232.0,3316931.0,
June 2014,5061697.0,-841347.0,19423219.0,2214725.0,
September 2014,4067995.0,-2445891.0,17235529.0,1822143.0,
December 2014,3548768.0,-528734.0,16092283.0,1572083.0,3500204.0
March 2015,2771846.0,1706999.0,15253554.0,1401191.0,
June 2015,3407895.0,-1859117.0,12091347.0,1946021.0,
September 2015,4754132.0,-5194133.0,7045341.0,744299.0,
December 2015,563833.0,-681062.0,6827462.0,854334.0,697224.0
March 2016,656599.0,-591046.0,6134625.0,465033.0,490717.0
June 2016,553108.0,-420617.0,,,
September 2016,433629.0,-368686.0,5108678.0,249966.0,454131.0
December 2016,408084.0,-407178.0,4753031.0,226279.0,410839.0
March 2017,506741.0,-463447.0,4592358.0,180928.0,392546.0
June 2017,496489.0,-479050.0,4484134.0,188025.0,374254.0
September 2017,405798.0,-252451.0,4297288.0,116501.0,355961.0
December 2017,767600.0,-190721.0,3762116.0,116531.0,337668.0
March 2018,430510.0,-239602.0,3606353.0,104486.0,319374.0
June 2018,431823.0,-256153.0,3461263.0,103114.0,301080.0
September 2018,787973.0,-562205.0,3299444.0,85013.0,282786.0
December 2018,370771.0,171665.0,3171524.0,101211.0,264492.0
March 2019,413583.0,-287363.0,3870483.0,90700.0,1096272.0
June 2019,26140.0,-26140.0,3684982.0,72803.0,1050978.0
September 2019,3018145.0,-15385.0,868127.0,66936.0,
December 2019,-3368690.0,239710.0,29467.0,29467.0,
March 2020,27620.0,-27620.0,20261.0,20261.0,
June 2020,19046.0,-9046.0,11215.0,11215.0,
September 2020,34758.0,-7384.0,3831.0,3831.0,
December 2020,34758.0,-140338.0,1699.0,1699.0,
March 2021,8297.0,-15609.0,1090.0,1090.0,
June 2021,4937.0,-72229.0,94619.0,94619.0,
September 2021,35855.0,-138598.0,9197.0,9197.0,
December 2021,35855.0,136187.0,1457097.0,292996.0,1164101.0
March 2022,773528.0,-973460.0,2272465.0,1123524.0,
June 2022,1444794.0,-1701330.0,2743430.0,1609649.0,
