,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,25274750.0,26738500.0,,
June 2008,25274750.0,26738500.0,,
September 2008,25274750.0,26738500.0,,
December 2008,25274750.0,26738500.0,,
March 2009,24998000.0,25747000.0,,
June 2009,26069000.0,19815000.0,,
September 2009,27475000.0,22196000.0,,
December 2009,27428000.0,24025000.0,1128185000.0,647199000.0
March 2010,29681000.0,24193000.0,,
June 2010,27104000.0,28110000.0,1134415000.0,615036000.0
September 2010,27433000.0,27396000.0,1128304000.0,576637000.0
December 2010,26885000.0,27238000.0,1167797000.0,390433000.0
March 2011,28963000.0,23277000.0,1174258000.0,433167000.0
June 2011,27713000.0,22344000.0,1219740000.0,550717000.0
September 2011,27864000.0,-15356000.0,1117567000.0,469591000.0
December 2011,28202000.0,19859000.0,1045448000.0,469619000.0
March 2012,28586000.0,22460000.0,1096263000.0,492261000.0
