,NetIncomeLoss,Assets,AssetsCurrent
March 2008,17492000.0,,
June 2008,17492000.0,,
September 2008,17492000.0,,
December 2008,17492000.0,,
March 2009,14141000.0,,
June 2009,17615000.0,,
September 2009,14507000.0,,
December 2009,10686000.0,551163000.0,124514000.0
March 2010,11887000.0,,
June 2010,16653000.0,571112000.0,219822000.0
September 2010,18297000.0,595094000.0,264507000.0
December 2010,15379000.0,506035000.0,193786000.0
March 2011,14879000.0,535342000.0,222846000.0
June 2011,22532000.0,554343000.0,240137000.0
September 2011,15399000.0,544178000.0,232407000.0
December 2011,17122000.0,525666000.0,213435000.0
March 2012,16588000.0,550667000.0,253204000.0
June 2012,18227000.0,551722000.0,291033000.0
September 2012,12434000.0,546344000.0,290090000.0
December 2012,14292000.0,467737000.0,191425000.0
March 2013,19734000.0,515200000.0,209542000.0
June 2013,19138000.0,507511000.0,216670000.0
September 2013,15868000.0,537452000.0,246300000.0
December 2013,15842000.0,724841000.0,144300000.0
March 2014,14079000.0,723746000.0,147700000.0
June 2014,26472000.0,751398000.0,150702000.0
September 2014,22737000.0,751621000.0,151874000.0
December 2014,21544000.0,759994000.0,150232000.0
March 2015,17611000.0,780515000.0,195286000.0
June 2015,23316000.0,782094000.0,196682000.0
September 2015,15113000.0,767459000.0,185167000.0
December 2015,17015000.0,736030000.0,136444000.0
March 2016,14377000.0,726786000.0,149682000.0
June 2016,16368000.0,742089000.0,162650000.0
September 2016,12527000.0,741712000.0,176665000.0
December 2016,13114000.0,738228000.0,202111000.0
March 2017,14036000.0,751709000.0,237637000.0
June 2017,14616000.0,751140000.0,252441000.0
September 2017,7916000.0,797694000.0,171722000.0
December 2017,38605000.0,789127000.0,170835000.0
March 2018,13378000.0,823216000.0,209249000.0
June 2018,17803000.0,785256000.0,196178000.0
September 2018,19056000.0,813515000.0,216206000.0
December 2018,22440000.0,806213000.0,232502000.0
March 2019,17318000.0,832935000.0,253274000.0
June 2019,22361000.0,859837000.0,280482000.0
September 2019,20501000.0,949043000.0,198373000.0
December 2019,12787000.0,898931000.0,151814000.0
March 2020,13238000.0,913291000.0,149260000.0
June 2020,19182000.0,930499000.0,169645000.0
September 2020,20714000.0,959751000.0,173597000.0
December 2020,17672000.0,951176000.0,193012000.0
March 2021,13734000.0,949421000.0,226667000.0
June 2021,20742000.0,956985000.0,247511000.0
September 2021,24466000.0,958280000.0,258574000.0
December 2021,20335000.0,928542000.0,233223000.0
March 2022,16775000.0,947113000.0,268487000.0
June 2022,76906000.0,1113203000.0,296116000.0
