,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,4645500.0,4109500.0,-3989000.0,,
June 2019,4645500.0,4109500.0,-3989000.0,,
September 2019,4826000.0,3674000.0,-4105000.0,,
December 2019,24854000.0,7845000.0,-24424000.0,56609000.0,56080000.0
March 2020,5830000.0,4707000.0,-5674000.0,,
June 2020,6338000.0,4515000.0,-5935000.0,,
September 2020,10166000.0,7651000.0,-11651000.0,98154000.0,96143000.0
December 2020,11303000.0,7754000.0,-11577000.0,171596000.0,169295000.0
March 2021,13552000.0,9990000.0,-13345000.0,158655000.0,116902000.0
June 2021,12268000.0,8635000.0,-12302000.0,146822000.0,107709000.0
September 2021,12939000.0,9748000.0,-12696000.0,135874000.0,107008000.0
December 2021,13468000.0,10115000.0,-13409000.0,122215000.0,110102000.0
March 2022,16939000.0,13235000.0,-16938000.0,108930000.0,97032000.0
June 2022,17121000.0,13707000.0,-16887000.0,92858000.0,82202000.0
