,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2019,,,,,
June 2019,,,,,
September 2019,,,,,
December 2019,,,,,
March 2020,,-207962.0,,,
June 2020,,-205528.0,,,
September 2020,,-329844.0,,,
December 2020,,-236136.0,744315.0,715683.0,28632.0
March 2021,,-996771.0,,,
June 2021,,-645779.0,1296311.0,1281356.0,
September 2021,,-1850379.0,26049203.0,26041558.0,
December 2021,,-7336105.0,20815015.0,20576986.0,238029.0
March 2022,,-3365846.0,18293612.0,18048587.0,245025.0
June 2022,,-2581712.0,17677655.0,16296370.0,1381285.0
