,OperatingExpenses,NetIncomeLoss,Assets
March 2009,456500000.0,-539250000.0,
June 2009,456500000.0,-539250000.0,
September 2009,456500000.0,-539250000.0,
December 2009,456500000.0,-539250000.0,
March 2010,918500000.0,-10000000.0,
June 2010,918500000.0,-88000000.0,
September 2010,-75000000.0,374000000.0,
December 2010,-397000000.0,423000000.0,231752000000.0
March 2011,55000000.0,233000000.0,
June 2011,614000000.0,319000000.0,230416000000.0
September 2011,2308000000.0,-521000000.0,221739000000.0
December 2011,-303000000.0,191000000.0,221787000000.0
March 2012,-771000000.0,289000000.0,227548000000.0
June 2012,1338000000.0,87000000.0,222790000000.0
September 2012,99000000.0,203000000.0,225749000000.0
December 2012,-372000000.0,-25000000.0,215891000000.0
March 2013,-243000000.0,380000000.0,214010000000.0
June 2013,-171000000.0,-35000000.0,215245000000.0
September 2013,-36000000.0,201000000.0,205999000000.0
December 2013,49000000.0,-81000000.0,202715000000.0
March 2014,166000000.0,56000000.0,199349000000.0
June 2014,386000000.0,400000000.0,200849000000.0
September 2014,144000000.0,88000000.0,193536000000.0
December 2014,155000000.0,132000000.0,191775000000.0
March 2015,134000000.0,145000000.0,192802000000.0
June 2015,146000000.0,230000000.0,187694000000.0
September 2015,126000000.0,117000000.0,177528000000.0
December 2015,118000000.0,8000000.0,175350000000.0
March 2016,117000000.0,28000000.0,173741000000.0
June 2016,124000000.0,118000000.0,173673000000.0
September 2016,124000000.0,79000000.0,174390000000.0
December 2016,107000000.0,57000000.0,170346000000.0
March 2017,103000000.0,75000000.0,171496000000.0
June 2017,98000000.0,112000000.0,171796000000.0
September 2017,103000000.0,83000000.0,169805000000.0
December 2017,96000000.0,-316000000.0,168732000000.0
March 2018,108000000.0,125000000.0,160286000000.0
June 2018,33000000.0,57000000.0,162284000000.0
September 2018,101000000.0,67000000.0,159103000000.0
December 2018,101000000.0,285000000.0,150146000000.0
March 2019,106000000.0,32000000.0,156296000000.0
