,NetIncomeLoss,Assets,AssetsCurrent
March 2018,3541000.0,,
June 2018,-1889000.0,,
September 2018,-810903.0,,
December 2018,-1466000.0,139824614.0,38593599.0
March 2019,0.0,,
June 2019,0.0,,
September 2019,0.0,346199126.0,68452200.0
December 2019,-8650000.0,398768000.0,132926000.0
March 2020,1468000.0,450250000.0,130923000.0
June 2020,-3588000.0,869668000.0,310337000.0
September 2020,-3268000.0,722764000.0,159073000.0
December 2020,-10308000.0,1529914000.0,301989000.0
March 2021,15306000.0,1577033000.0,333784000.0
June 2021,-9756000.0,1736300000.0,490804000.0
September 2021,-12833000.0,2233109000.0,660442000.0
December 2021,-22647000.0,2876307000.0,578393000.0
March 2022,22869000.0,2942022000.0,635181000.0
June 2022,8642000.0,3410645000.0,726530000.0
