,NetIncomeLoss,Assets,AssetsCurrent
March 2007,422750000.0,,
June 2007,422750000.0,,
September 2007,422750000.0,,
December 2007,422750000.0,,
March 2008,465000000.0,,
June 2008,575000000.0,,
September 2008,521000000.0,,
December 2008,351000000.0,38254000000.0,4258000000.0
March 2009,486000000.0,,
June 2009,496000000.0,36579000000.0,2347000000.0
September 2009,500000000.0,36185000000.0,2293000000.0
December 2009,537000000.0,36255000000.0,2548000000.0
March 2010,330000000.0,36642000000.0,2820000000.0
