,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2014,44123.25,33985.0,-34317.5,,,
March 2015,44123.25,33985.0,-34317.5,,,
June 2015,44123.25,33985.0,-34317.5,,,
September 2015,44123.25,33985.0,-34317.5,67443.0,67443.0,
December 2015,64528.0,64528.0,-64544.0,,,
March 2016,36642.0,36642.0,-36470.0,,,
June 2016,38912.0,37739.0,-71886.0,,,
September 2016,38912.0,37739.0,-71886.0,1359586.0,1356800.0,2786.0
December 2016,14876.0,14876.0,-14074.0,1478431.0,1475953.0,2478.0
March 2017,35663.0,35663.0,-35355.0,1271829.0,1269531.0,2298.0
