,Assets,AssetsCurrent
March 2011,698483000.0,250611000.0
June 2011,697641000.0,250681000.0
September 2011,713471000.0,273395000.0
December 2011,713656000.0,276783000.0
March 2012,681909000.0,253815000.0
June 2012,672206000.0,249446000.0
September 2012,688440000.0,269492000.0
December 2012,674196000.0,271720000.0
March 2013,644643000.0,258345000.0
June 2013,622116000.0,251035000.0
September 2013,634291000.0,272933000.0
December 2013,627189000.0,277065000.0
