,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,1890997.0,444366.0,1446631.0,-1747199.0,,
June 2010,2186467.0,465472.0,1720995.0,-2010222.0,,
September 2010,2087934.0,463410.0,1624524.0,-1875228.0,,
December 2010,2134390.0,641536.0,1492854.0,-2172516.0,1727663.0,1499461.0
March 2011,1770347.0,412901.0,1357446.0,-1559013.0,,
June 2011,2323126.0,631363.0,1691763.0,-2373243.0,1307124.0,1119050.0
September 2011,1927049.0,562723.0,1364326.0,-1807290.0,1229049.0,1060991.0
December 2011,2056661.0,842191.0,1214470.0,-1939322.0,1266952.0,1118266.0
March 2012,1661192.0,353198.0,1307994.0,-1616908.0,1941320.0,1812199.0
June 2012,7012848.0,6177374.0,835474.0,-6928771.0,1982935.0,1871444.0
September 2012,2196762.0,600208.0,1596554.0,-2555941.0,12583984.0,12491091.0
December 2012,2014801.0,730207.0,1284594.0,-1988826.0,10488132.0,10403541.0
March 2013,1848582.0,745395.0,1103187.0,-1589960.0,8822910.0,8759291.0
June 2013,2156279.0,636969.0,1519310.0,-2074035.0,7071389.0,7022529.0
September 2013,9465455.0,6907250.0,2558205.0,-9325424.0,8815290.0,8777092.0
December 2013,3428793.0,1069343.0,2359450.0,-3079335.0,16831482.0,16804569.0
March 2014,1783858.0,1016464.0,767394.0,-1640884.0,15141398.0,15102083.0
June 2014,2080663.0,903328.0,1177335.0,-1895519.0,13336818.0,13304942.0
September 2014,1162148.0,597034.0,565114.0,-1029544.0,12303025.0,12276729.0
December 2014,1360155.0,548227.0,811928.0,-1223572.0,11132420.0,11023128.0
March 2015,1492060.0,676595.0,815465.0,-1292777.0,9761495.0,9593838.0
June 2015,6344223.0,5611921.0,732302.0,-6335471.0,8695488.0,8524764.0
September 2015,1865934.0,1170802.0,853918.0,-1863676.0,7389932.0,7230669.0
December 2015,2195851.0,1343715.0,1141499.0,-2219409.0,5778379.0,5637728.0
March 2016,2074645.0,1224805.0,994426.0,-2062885.0,3957132.0,3834768.0
June 2016,1733282.0,792697.0,920717.0,-312615.0,6137036.0,6032850.0
September 2016,2026670.0,924800.0,,-1963007.0,5395602.0,5288498.0
December 2016,2707908.0,1812348.0,,-2674797.0,4309166.0,4221704.0
March 2017,1987656.0,1122461.0,,-1982696.0,2350906.0,2281479.0
June 2017,1396759.0,605411.0,,-1220866.0,4577438.0,4525683.0
September 2017,1921520.0,996477.0,,-2067230.0,5135318.0,5101198.0
December 2017,1412383.0,815307.0,,-1460733.0,7214831.0,7193172.0
March 2018,2121704.0,1326241.0,,-2119397.0,5494440.0,5480490.0
June 2018,2283549.0,1271542.0,,-2281289.0,5208613.0,5197970.0
September 2018,2764341.0,1580511.0,,-2757835.0,15535636.0,15472128.0
December 2018,2824546.0,1793539.0,,-2755620.0,22049552.0,21933276.0
March 2019,3394210.0,2413762.0,,-3325717.0,31308874.0,31073003.0
June 2019,4904854.0,3879146.0,,-4806460.0,26932961.0,26075039.0
September 2019,3920453.0,3067612.0,,-3836549.0,23651965.0,22847389.0
December 2019,3658053.0,2759798.0,,-3597278.0,19752717.0,18838065.0
March 2020,5231762.0,3712679.0,,-5187760.0,15562107.0,14700779.0
June 2020,12352306.0,11543973.0,,-12337296.0,10731940.0,9924513.0
September 2020,4508367.0,3498361.0,,-4496560.0,11282204.0,10529268.0
December 2020,-4549021.0,3352550.0,,-4409083.0,18680532.0,17982681.0
March 2021,5237480.0,3260904.0,,-5219945.0,37365811.0,36723651.0
June 2021,3837968.0,2467575.0,,-3815347.0,35247537.0,34661686.0
September 2021,4394455.0,3547321.0,,-4383746.0,31091258.0,30535411.0
December 2021,2388102.0,1310344.0,,-2292576.0,28230979.0,27707389.0
March 2022,6069611.0,4738062.0,,-6035394.0,22203742.0,21649936.0
June 2022,4077516.0,3033182.0,,-4032693.0,18465122.0,17969981.0
