,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,2425000.0,,,
June 2008,2425000.0,,,
September 2008,2425000.0,,,
December 2008,2425000.0,,,
March 2009,2500000.0,,,
June 2009,2500000.0,,,
September 2009,2500000.0,,,
December 2009,2500000.0,725200000.0,106800000.0,168700000.0
March 2010,6500000.0,717900000.0,89800000.0,173000000.0
June 2010,-2000000.0,705600000.0,75700000.0,173300000.0
September 2010,-100000.0,725000000.0,93100000.0,168300000.0
December 2010,5200000.0,759600000.0,117100000.0,166000000.0
March 2011,8700000.0,736700000.0,94700000.0,166000000.0
June 2011,-700000.0,727600000.0,82200000.0,161200000.0
September 2011,-1600000.0,748700000.0,97400000.0,151500000.0
December 2011,10000000.0,800200000.0,128800000.0,160700000.0
March 2012,9000000.0,783200000.0,109200000.0,158300000.0
June 2012,-300000.0,768300000.0,88400000.0,159900000.0
September 2012,500000.0,784000000.0,95000000.0,149500000.0
December 2012,9000000.0,892300000.0,139700000.0,151400000.0
March 2013,10800000.0,875900000.0,129000000.0,148200000.0
June 2013,-100000.0,874200000.0,105600000.0,143200000.0
September 2013,600000.0,895200000.0,111500000.0,136700000.0
December 2013,10300000.0,920600000.0,140000000.0,115000000.0
March 2014,12600000.0,928000000.0,145600000.0,115600000.0
June 2014,1100000.0,900600000.0,113900000.0,105000000.0
September 2014,1600000.0,916500000.0,112400000.0,98100000.0
December 2014,9400000.0,1000200000.0,145200000.0,121300000.0
March 2015,13600000.0,1040800000.0,180100000.0,119400000.0
June 2015,1700000.0,1011400000.0,133900000.0,118200000.0
September 2015,1700000.0,1018000000.0,119000000.0,116600000.0
December 2015,9300000.0,1038800000.0,120500000.0,111600000.0
March 2016,10900000.0,1052900000.0,128100000.0,111700000.0
June 2016,2500000.0,1051700000.0,105700000.0,111400000.0
September 2016,3500000.0,1072400000.0,107600000.0,103800000.0
December 2016,10200000.0,1128200000.0,131600000.0,113200000.0
March 2017,12400000.0,1134400000.0,126100000.0,117400000.0
June 2017,3100000.0,1137700000.0,108000000.0,117000000.0
September 2017,2300000.0,1179900000.0,122000000.0,111200000.0
December 2017,11200000.0,1241900000.0,151300000.0,119100000.0
March 2018,15600000.0,1244300000.0,144500000.0,127400000.0
June 2018,3600000.0,1234600000.0,118100000.0,126700000.0
September 2018,2800000.0,1264500000.0,120600000.0,121600000.0
December 2018,11000000.0,1298300000.0,152200000.0,109300000.0
March 2019,26500000.0,1290200000.0,133900000.0,118500000.0
June 2019,4000000.0,1279300000.0,107400000.0,118400000.0
September 2019,2300000.0,1309700000.0,107400000.0,
December 2019,11400000.0,1370800000.0,130900000.0,
March 2020,15200000.0,1378400000.0,125800000.0,
June 2020,3100000.0,1384500000.0,109600000.0,
September 2020,300000.0,1423900000.0,117300000.0,
December 2020,13600000.0,1477900000.0,139300000.0,
March 2021,18900000.0,1477000000.0,132700000.0,
June 2021,2700000.0,1477100000.0,114200000.0,
September 2021,0.0,1509000000.0,121000000.0,
December 2021,14500000.0,1540300000.0,159700000.0,
March 2022,21500000.0,1552300000.0,163100000.0,
June 2022,4900000.0,1547100000.0,139100000.0,
