,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,478028.0,,,-454123.5,,,
June 2010,466376.0,,,-454123.5,,,
September 2010,491638.0,,,-515686.0,,,
December 2010,559826.0,,,-499610.0,1479296.0,268884.0,
March 2011,546348.0,,,-507405.0,,,
June 2011,784188.0,,,-722717.0,1868338.0,433520.0,
September 2011,814910.0,,,-614694.0,2302873.0,785553.0,
December 2011,-6871.0,,,-689628.0,2399490.0,801721.0,
March 2012,1083954.0,,302668.0,-705030.0,2585297.0,982430.0,
June 2012,1054468.0,,334781.0,-779434.0,2205434.0,601817.0,
September 2012,735604.0,,756628.0,-678013.0,1743035.0,1037445.0,
December 2012,151045.0,,,386432.0,1898881.0,1252590.0,
March 2013,,,155108.0,218149.0,1919481.0,1056035.0,
June 2013,,,151766.0,12671.0,1786537.0,996165.0,
September 2013,,,169386.0,-86066.0,1492609.0,923093.0,
December 2013,,,,-195001.0,1221872.0,777596.0,
March 2014,1478.75,,,-224964.0,998266.0,610923.0,
June 2014,1478.75,,,-391219.0,2348695.0,2075282.0,
September 2014,1478.75,,,-1031582.0,2477872.0,2208174.0,
December 2014,1478.75,,,-475725.0,1720071.0,1489639.0,
March 2015,,,,-934151.0,1156737.0,916935.0,
June 2015,,,,-2886573.0,1616337.0,1348485.0,
September 2015,,,,-1581553.0,2279066.0,539230.0,
December 2015,,,,-3573585.0,4613536.0,2917441.0,
March 2016,,,,-1240516.0,4106595.0,2412986.0,
June 2016,,,,-2139839.0,3468125.0,1802152.0,
September 2016,,,,-3733340.0,5655057.0,4067328.0,
December 2016,,,,-1419820.0,4498022.0,2989713.0,
March 2017,,,,-1123394.0,3612849.0,2185637.0,
June 2017,,,,-1762705.0,2783088.0,1437665.0,
September 2017,,,,-4763825.0,3935207.0,2671573.0,
December 2017,,,,-2674068.0,3073548.0,1820145.0,
March 2018,5915.0,,,-1678290.0,2822978.0,1720909.0,
June 2018,0.0,,,-1076100.0,2440405.0,1421035.0,
September 2018,0.0,,,-1189866.0,3046416.0,2105974.0,
December 2018,0.0,,,-4531057.0,3556599.0,2697903.0,
March 2019,2091.0,311.0,,-770677.0,4627086.0,3649270.0,
June 2019,5896524.0,60653.0,,53814.0,4638143.0,3702189.0,
September 2019,7194314.0,118635.0,,574296.0,5301332.0,4470135.0,
December 2019,8881402.0,-5342.0,,-27402688.0,119987435.0,8665369.0,
March 2020,7568122.0,288473.0,,-7025538.0,119297160.0,7954759.0,
June 2020,7588000.0,413012.0,,-7565685.0,115749802.0,7430226.0,
September 2020,7942533.0,561942.0,,-10331000.0,132561263.0,7403605.0,
December 2020,8953636.0,749262.0,,-12159241.0,130877179.0,7681210.0,123196000.0
March 2021,11308616.0,547556.0,,-16206429.0,178232016.0,23384899.0,
June 2021,12182000.0,1199000.0,,-10577000.0,188384000.0,21561000.0,166823000.0
September 2021,12654000.0,2061000.0,,-10689000.0,188395000.0,22782000.0,
December 2021,115529384.0,236444.0,,-115576571.0,88529000.0,21585000.0,
