,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 1999,675461.2790697674,-83563.0,,,
December 1999,675461.2790697674,-83563.0,,,
March 2000,675461.2790697674,-83563.0,,,
June 2000,675461.2790697674,-138466.5,,,
September 2000,675461.2790697674,-138466.5,,,
December 2000,675461.2790697674,-138466.5,,,
March 2001,675461.2790697674,-138466.5,,,
June 2001,675461.2790697674,-320116.25,,,
September 2001,675461.2790697674,-320116.25,,,
December 2001,675461.2790697674,-320116.25,,,
March 2002,675461.2790697674,-320116.25,,,
June 2002,675461.2790697674,-416272.5,,,
September 2002,675461.2790697674,-416272.5,,,
December 2002,675461.2790697674,-416272.5,,,
March 2003,675461.2790697674,-416272.5,,,
June 2003,675461.2790697674,-747341.0,,,
September 2003,675461.2790697674,-747341.0,,,
December 2003,675461.2790697674,-747341.0,,,
March 2004,675461.2790697674,-747341.0,,,
June 2004,675461.2790697674,-1391932.25,,,
September 2004,675461.2790697674,-1391932.25,,,
December 2004,675461.2790697674,-1391932.25,,,
March 2005,675461.2790697674,-1391932.25,,,
June 2005,675461.2790697674,-1526100.5,,,
September 2005,675461.2790697674,-1526100.5,,,
December 2005,675461.2790697674,-1526100.5,,,
March 2006,675461.2790697674,-1526100.5,,,
June 2006,675461.2790697674,-2112985.5,,,
September 2006,675461.2790697674,-2112985.5,,,
December 2006,675461.2790697674,-2112985.5,,,
March 2007,675461.2790697674,-2112985.5,,,
June 2007,675461.2790697674,-2622689.5,,,
September 2007,675461.2790697674,-2622689.5,,,
December 2007,675461.2790697674,-2622689.5,,,
March 2008,675461.2790697674,-2622689.5,,,
June 2008,675461.2790697674,-1807551.5,,,
September 2008,675461.2790697674,-1807551.5,,,
December 2008,675461.2790697674,-1807551.5,,,
March 2009,675461.2790697674,-1807551.5,,,
June 2009,675461.2790697674,-766960.5,,,
September 2009,675461.2790697674,-766960.5,,,
December 2009,675461.2790697674,-766960.5,,,
March 2010,675461.2790697674,-766960.5,,,
June 2010,330770.0,-561977.0,,,
September 2010,557511.0,-851254.0,,,
December 2010,285286.0,-1023317.0,,,
March 2011,423690.0,-921334.0,,,
June 2011,354092.0,-832068.0,1588973.0,1580466.0,8507.0
September 2011,448638.0,-1301779.0,996712.0,988460.0,8252.0
December 2011,514025.0,-1073146.0,629807.0,621810.0,7997.0
March 2012,583246.0,-1237591.0,944030.0,936288.0,7742.0
June 2012,675028.0,-1364972.0,240561.0,233074.0,7487.0
September 2012,835031.0,-1420963.0,83640.0,76408.0,7232.0
December 2012,984547.0,-1615008.0,124961.0,117984.0,6977.0
March 2013,1338795.0,-1879291.0,1778616.0,1771894.0,6722.0
June 2013,933373.0,-1512243.0,2505833.0,2499366.0,6467.0
September 2013,685410.0,-1491550.0,2042061.0,2035849.0,6212.0
December 2013,837253.0,-5049563.0,1175333.0,1169376.0,5957.0
March 2014,776285.0,-3798873.0,2789375.0,2783673.0,5702.0
June 2014,614278.0,-4174686.0,1665532.0,1660085.0,5447.0
September 2014,946580.0,-4199787.0,781112.0,775920.0,5192.0
December 2014,742124.0,-1673413.0,769905.0,764968.0,4937.0
March 2015,686329.0,-1571910.0,554255.0,549573.0,4682.0
June 2015,537163.0,-3615681.0,989137.0,984710.0,4427.0
September 2015,1063843.0,-2199681.0,1075401.0,1071229.0,4172.0
December 2015,808177.0,-1839890.0,807812.0,803895.0,3917.0
March 2016,727617.0,-1760198.0,686199.0,682537.0,3662.0
June 2016,448981.0,-1268418.0,503273.0,499866.0,3407.0
September 2016,475859.0,-920191.0,466412.0,463260.0,3152.0
December 2016,814002.0,-1261860.0,881231.0,878334.0,2897.0
March 2017,644927.0,-1113252.0,724887.0,722245.0,2642.0
June 2017,681829.0,-1164977.0,596979.0,594592.0,2387.0
September 2017,548050.0,-1004502.0,537523.0,535391.0,2132.0
December 2017,536815.0,-1721409.0,394217.0,392340.0,1877.0
March 2018,513131.0,-1145295.0,1550335.0,1548713.0,1622.0
June 2018,248933.0,-776113.0,631164.0,629797.0,1367.0
