,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2013,222775000.0,68975000.0,13125000.0,,
June 2013,222775000.0,68975000.0,13125000.0,,
September 2013,222775000.0,68975000.0,13125000.0,,
December 2013,222775000.0,68975000.0,13125000.0,,
March 2014,245200000.0,79500000.0,23800000.0,,
June 2014,261600000.0,86100000.0,-56200000.0,,
September 2014,272900000.0,92400000.0,-24200000.0,,
December 2014,420400000.0,88000000.0,-164800000.0,2978600000.0,166800000.0
March 2015,263500000.0,87200000.0,10200000.0,,
June 2015,263000000.0,86600000.0,14800000.0,3026400000.0,169300000.0
September 2015,279300000.0,97200000.0,6200000.0,3035500000.0,200600000.0
December 2015,280500000.0,100000000.0,-12200000.0,2999100000.0,177100000.0
March 2016,279100000.0,93400000.0,12700000.0,2999800000.0,203500000.0
June 2016,277600000.0,96900000.0,16000000.0,2974900000.0,200000000.0
September 2016,286700000.0,101400000.0,100000.0,2990900000.0,244400000.0
December 2016,285900000.0,91400000.0,-7500000.0,2984200000.0,240300000.0
March 2017,291900000.0,95800000.0,6400000.0,3006500000.0,271600000.0
June 2017,293000000.0,99600000.0,10400000.0,3001600000.0,273300000.0
September 2017,321100000.0,103400000.0,-10700000.0,3037200000.0,340200000.0
