,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2014,-5558000.0,16232750.0,,
June 2014,-5558000.0,16232750.0,,
September 2014,-5558000.0,16232750.0,,
December 2014,-5558000.0,16232750.0,,
March 2015,6824500.0,-915000.0,,
June 2015,6824500.0,403000.0,,
September 2015,6087000.0,21905000.0,,
December 2015,5693000.0,-30000.0,235742000.0,18715000.0
March 2016,5755000.0,-314000.0,237217000.0,19533000.0
June 2016,6664000.0,-3594000.0,238398000.0,30133000.0
September 2016,5293000.0,1146000.0,241112000.0,31129000.0
December 2016,6276000.0,-90000.0,238819000.0,24740000.0
March 2017,5690000.0,50000.0,240045000.0,19006000.0
June 2017,6433000.0,425000.0,237777000.0,14347000.0
September 2017,5662000.0,1203000.0,238171000.0,12720000.0
December 2017,6079000.0,2734000.0,238568000.0,9665000.0
March 2018,6061000.0,320000.0,239394000.0,11215000.0
June 2018,6734000.0,2256000.0,238639000.0,8791000.0
September 2018,6943000.0,633000.0,254209000.0,25472000.0
December 2018,6508000.0,-106000.0,262461000.0,17334000.0
March 2019,6524000.0,649000.0,262483000.0,17810000.0
June 2019,6876000.0,778000.0,264386000.0,16514000.0
September 2019,7380000.0,1047000.0,266450000.0,16302000.0
December 2019,7730000.0,-250000.0,266113000.0,12293000.0
March 2020,6433000.0,354000.0,276734000.0,21966000.0
June 2020,8162000.0,-122000.0,275483000.0,21304000.0
September 2020,7865000.0,1131000.0,280940000.0,24104000.0
December 2020,8832000.0,-258000.0,283448000.0,23455000.0
March 2021,8215000.0,-217000.0,287370000.0,23292000.0
June 2021,8605000.0,1982000.0,291671000.0,25320000.0
September 2021,9111000.0,1498000.0,295519000.0,27453000.0
December 2021,9004000.0,346000.0,294074000.0,18987000.0
March 2022,8666000.0,889000.0,297432000.0,17845000.0
June 2022,9245000.0,2107000.0,305969000.0,11922000.0
