,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2014,8560.0,-8560.0,,
December 2014,71269.0,-81060.0,237007.0,100170.0
March 2015,49680.0,-75394.0,43019864.0,159655.0
June 2015,98142.0,-123938.0,43038095.0,173600.0
September 2015,69918.0,-103573.0,42972226.0,103527.0
December 2015,158995.0,-129848.0,42937364.0,63520.0
March 2016,115713.0,-110504.0,42978798.0,74808.0
June 2016,147166.0,-131101.0,43011915.0,72716.0
September 2016,360417.0,-344740.0,33097901.0,269663.0
December 2016,244206.0,-302675.0,32836965.0,108325.0
March 2017,116592.0,-85194.0,32690116.0,21332.0
June 2017,119859.0,-77138.0,21033868.0,13576.0
September 2017,189458.0,-149877.0,21188779.0,24955.0
December 2017,257575.0,-206893.0,17634201.0,17416.0
