,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2013,144520.75,-298797.0,,,
June 2013,144520.75,-125485.0,,,
September 2013,144520.75,14665.0,,,
December 2013,144520.75,-169970.0,470991.0,,
March 2014,87560.0,-63583.0,,,
June 2014,236188.0,-184750.0,,,
September 2014,150517.0,-165320.0,1007311.0,,
December 2014,195252.0,-266289.0,660853.0,647561.0,13292.0
March 2015,115402.0,-162401.0,467659.0,454916.0,
June 2015,155183.0,-250382.0,4490850.0,4469522.0,
September 2015,539522.0,-516198.0,12576422.0,3354213.0,
December 2015,2577137.0,-2661610.0,12069365.0,2849217.0,9220148.0
