,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,543000.0,183000.0,-456000.0,,
June 2010,768000.0,229000.0,-801000.0,,
September 2010,582000.0,199000.0,-431000.0,,
December 2010,537000.0,193000.0,-751000.0,532000.0,378000.0
March 2011,521000.0,164000.0,-854000.0,,
June 2011,521000.0,176000.0,-745000.0,553000.0,443000.0
September 2011,479000.0,159000.0,-557000.0,361000.0,267000.0
December 2011,530000.0,193000.0,-941000.0,557000.0,482000.0
March 2012,582000.0,194000.0,-567000.0,924000.0,846000.0
June 2012,603000.0,212000.0,-509000.0,346000.0,272000.0
