,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2005,-11101.4375,-437.5,,
December 2005,-11101.4375,-437.5,,
March 2006,-11101.4375,-437.5,,
June 2006,-11101.4375,-437.5,,
September 2006,-11101.4375,-4025.75,,
December 2006,-11101.4375,-4025.75,,
March 2007,-11101.4375,-4025.75,,
June 2007,-11101.4375,-4025.75,,
September 2007,-11101.4375,-10570.25,,
December 2007,-11101.4375,-10570.25,,
March 2008,-11101.4375,-10570.25,,
June 2008,-11101.4375,-10570.25,,
September 2008,-11101.4375,-7597.0,,
December 2008,-11101.4375,-7597.0,,
March 2009,-11101.4375,-7597.0,,
June 2009,-11101.4375,-7597.0,,
September 2009,-6344.0,-6321.5,,
December 2009,-6344.0,-6321.5,,
March 2010,-6344.0,-6321.5,,
June 2010,-6344.0,-6321.5,89780.0,
September 2010,-43992.0,-42982.0,,
December 2010,-12385.0,-12375.0,,
March 2011,-2128.0,-2123.0,,
June 2011,137604.0,-20586.0,62303.0,
September 2011,3804.0,3799.0,55242.0,
December 2011,-11339.0,-11334.0,36874.0,
March 2012,1926.0,-1919.0,30057.0,
June 2012,29700.0,33518.0,25651.0,
September 2012,11248.0,11248.0,14972.0,
December 2012,5845.0,5845.0,27100.0,
March 2013,11957.0,-11957.0,15629.0,122988.0
June 2013,27621.0,-172689.0,21189.0,20539.0
September 2013,430162.0,890849.0,6261.0,5684.0
December 2013,12240.0,12240.0,14697.0,14185.0
March 2014,508450.0,754663.0,817436.0,1203178.0
June 2014,207261.0,378982.0,1734086.0,963412.0
September 2014,659006.0,-846139.0,1994628.0,505920.0
December 2014,465349.0,-907269.0,817436.0,144538.0
March 2015,447879.0,-790194.0,1072741.0,64211.0
June 2015,156769.0,-156769.0,1027614.0,19478.0
September 2015,637573.0,-637573.0,1036693.0,28950.0
December 2015,48237.0,-48237.0,1041488.0,34139.0
March 2016,116950.0,-32715.0,1025241.0,18285.0
June 2016,114417.0,-114417.0,1025787.0,19107.0
September 2016,101971.0,-101971.0,1029002.0,22597.0
December 2016,105246.0,-105246.0,1023260.0,17131.0
March 2017,173262.0,-117929.0,1025488.0,19634.0
June 2017,145294.0,-145294.0,1013499.0,7838.0
September 2017,126597.0,-128783.0,1019213.0,15931.0
December 2017,90920.0,-90920.0,1014923.0,11641.0
March 2018,1139999.0,-1124778.0,1148938.0,32648.0
June 2018,84429.0,11392.0,1350745.0,11894.0
September 2018,89780.0,-134914.0,1264453.0,17826.0
December 2018,140055.0,-201105.0,1131552.0,16349.0
March 2019,131096.0,-11290474.0,1140536.0,14959.0
June 2019,67398.0,45531.0,1249669.0,11163.0
September 2019,69878.0,-262912.0,1155005.0,82119.0
December 2019,55178.0,-115386.0,1129386.0,57373.0
March 2020,,,165369.0,32718.0
June 2020,70637.0,-37379.0,248086.0,65233.0
September 2020,37338.0,-13076.0,246955.0,29203.0
December 2020,34773.0,-128689.0,178220.0,21575.0
