,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2008,154000.0,-9683333.333333334,-4691333.333333333,,,
September 2008,154000.0,-9683333.333333334,-4691333.333333333,,,
December 2008,154000.0,-9683333.333333334,-4691333.333333333,,,
March 2009,375000.0,3171250.0,-7146750.0,,,
June 2009,375000.0,3171250.0,-7146750.0,,,
September 2009,375000.0,3171250.0,-7146750.0,,,
December 2009,375000.0,3171250.0,-7146750.0,,,
March 2010,584500.0,4480000.0,-7749000.0,,,
June 2010,584500.0,19387000.0,-23291000.0,,,
September 2010,584500.0,10644000.0,-10145000.0,,,
December 2010,584500.0,13002000.0,-9589000.0,479560000.0,353432000.0,126128000.0
March 2011,1500000.0,11238000.0,-2198000.0,,,
June 2011,1753000.0,13817000.0,47787000.0,1141666000.0,810106000.0,331560000.0
September 2011,2148000.0,14290000.0,45358000.0,1185442000.0,745475000.0,445076000.0
December 2011,2899000.0,24019000.0,26579000.0,1255125000.0,639044000.0,616081000.0
March 2012,3650000.0,31214000.0,-3478000.0,1688753000.0,796676000.0,892077000.0
June 2012,6049000.0,23070000.0,-67604000.0,3159228000.0,912979000.0,2246249000.0
September 2012,8929000.0,31468000.0,-18891000.0,3387326000.0,923192000.0,2464134000.0
December 2012,9168000.0,27685000.0,-391196000.0,2994708000.0,633678000.0,2361030000.0
March 2013,6405000.0,26551000.0,-38971000.0,3209239000.0,755260000.0,2453979000.0
June 2013,6506000.0,25807000.0,-71175000.0,3087182000.0,584662000.0,2502520000.0
September 2013,5565000.0,24468000.0,-69929000.0,3027276000.0,473069000.0,2554207000.0
December 2013,4696000.0,30343000.0,-194308000.0,3006802000.0,577067000.0,2429735000.0
March 2014,2766000.0,17956000.0,-86061000.0,2903636000.0,489125000.0,2414511000.0
June 2014,4483000.0,20424000.0,-83899000.0,2831246000.0,419292000.0,2411954000.0
September 2014,4353000.0,21907000.0,-105179000.0,2961259000.0,560817000.0,2400442000.0
December 2014,3663000.0,14203000.0,-329795000.0,2575986000.0,454915000.0,2121071000.0
March 2015,3141000.0,21457000.0,-102334000.0,2494784000.0,398119000.0,2096665000.0
June 2015,3484000.0,26253000.0,-334569000.0,2387644000.0,335163000.0,
