,NetIncomeLoss,Assets,AssetsCurrent
March 2017,8095000.0,,
June 2017,10771000.0,,
September 2017,1057000.0,,
December 2017,-1607000.0,377651000.0,93798000.0
March 2018,806000.0,,
June 2018,3220000.0,431933000.0,131547000.0
September 2018,-17395000.0,458763000.0,172545000.0
December 2018,4467000.0,458901000.0,186176000.0
March 2019,-2819000.0,465173000.0,195556000.0
June 2019,-18026000.0,447260000.0,174742000.0
September 2019,-3313000.0,381832000.0,111934000.0
December 2019,-17900000.0,355756000.0,98510000.0
March 2020,-14250000.0,401668000.0,151116000.0
June 2020,-3536000.0,380169000.0,136437000.0
September 2020,-4216000.0,371568000.0,140228000.0
December 2020,-33861000.0,280960000.0,105795000.0
March 2021,-1287000.0,339018000.0,143623000.0
June 2021,-4166000.0,329849000.0,134147000.0
September 2021,-1677000.0,347523000.0,151791000.0
December 2021,1316000.0,344107000.0,147723000.0
March 2022,-12040000.0,321454000.0,121271000.0
June 2022,-9603000.0,378634000.0,150280000.0
