,NetIncomeLoss,Assets,AssetsCurrent
March 2009,-4581000.0,,
June 2009,-4581000.0,,
September 2009,-4581000.0,,
December 2009,-4581000.0,,
March 2010,-10186000.0,,
June 2010,-5805000.0,,
September 2010,-10918000.0,,
December 2010,11469000.0,914348000.0,250124000.0
March 2011,-8685000.0,,
June 2011,1325000.0,952919000.0,254339000.0
September 2011,-19574000.0,1005427000.0,275957000.0
December 2011,-57740000.0,1055745000.0,298412000.0
March 2012,-26281000.0,1338610000.0,426158000.0
June 2012,-20114000.0,1393437000.0,
September 2012,-14497000.0,1351741000.0,456527000.0
December 2012,-24548000.0,1344945000.0,462151000.0
March 2013,-43158000.0,1418509000.0,521451000.0
June 2013,9816000.0,1389443000.0,495239000.0
September 2013,-21200000.0,1365687000.0,487564000.0
December 2013,-94321000.0,1425227000.0,500507000.0
March 2014,-8846000.0,1570272000.0,486930000.0
June 2014,16470000.0,1685018000.0,590294000.0
September 2014,-4922000.0,1707328000.0,568622000.0
December 2014,-26759000.0,1648890000.0,552242000.0
March 2015,-32091000.0,1640125000.0,565720000.0
June 2015,29560000.0,1848647000.0,742413000.0
September 2015,-8604000.0,1603946000.0,527330000.0
December 2015,-26222000.0,1590250000.0,508745000.0
March 2016,-23632000.0,1571555000.0,491933000.0
June 2016,1173000.0,1616153000.0,545712000.0
September 2016,-32140000.0,1642312000.0,540845000.0
December 2016,9098000.0,1577378000.0,489582000.0
March 2017,-10566000.0,1626653000.0,532435000.0
June 2017,11253000.0,1650254000.0,551650000.0
September 2017,18493000.0,1617831000.0,532787000.0
December 2017,222668000.0,1698892000.0,542771000.0
March 2018,-29416000.0,1701077000.0,552745000.0
June 2018,3406000.0,1788597000.0,595521000.0
September 2018,-16125000.0,1729724000.0,563229000.0
December 2018,-81598000.0,1600950000.0,589854000.0
March 2019,-113000.0,1833119000.0,568233000.0
June 2019,4290000.0,1798649000.0,547236000.0
September 2019,-1752000.0,1751729000.0,513676000.0
December 2019,-7678000.0,1839492000.0,623082000.0
March 2020,1003000.0,1870856000.0,695865000.0
June 2020,-593000.0,1705452000.0,530533000.0
September 2020,17808000.0,1706132000.0,530180000.0
December 2020,-233457000.0,1511314000.0,365686000.0
March 2021,5010000.0,1560713000.0,545521000.0
June 2021,6106000.0,1587178000.0,583226000.0
September 2021,-2071000.0,3943621000.0,901086000.0
December 2021,11991000.0,4055580000.0,1005841000.0
March 2022,12675000.0,4051833000.0,1022378000.0
June 2022,10463000.0,4025018000.0,993163000.0
