,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2014,2303000000.0,230000000.0,2073000000.0,-305250000.0,,
June 2014,2303000000.0,230000000.0,2073000000.0,-305250000.0,,
September 2014,2303000000.0,230000000.0,2073000000.0,-305250000.0,,
December 2014,2303000000.0,230000000.0,2073000000.0,-305250000.0,,
March 2015,2464000000.0,325000000.0,2139000000.0,-504000000.0,,
June 2015,2182000000.0,250000000.0,1932000000.0,-265000000.0,,
September 2015,2210000000.0,267000000.0,1943000000.0,-180000000.0,,
December 2015,2045000000.0,209000000.0,1836000000.0,-155000000.0,,
March 2016,2332000000.0,264000000.0,2068000000.0,55000000.0,,
June 2016,2266000000.0,246000000.0,2020000000.0,573000000.0,,
September 2016,5411000000.0,855000000.0,4556000000.0,-2064000000.0,,
December 2016,6030000000.0,1271000000.0,4759000000.0,-236000000.0,,
March 2017,5802000000.0,1133000000.0,4669000000.0,-1334000000.0,,
June 2017,5788000000.0,1093000000.0,4695000000.0,-732000000.0,,
September 2017,5696000000.0,1071000000.0,4625000000.0,-846000000.0,,
December 2017,6101000000.0,1087000000.0,5014000000.0,-100000000.0,,
March 2018,6031000000.0,1087000000.0,4944000000.0,-636000000.0,,
June 2018,6136000000.0,1175000000.0,4961000000.0,-499000000.0,,
September 2018,6299000000.0,1140000000.0,5159000000.0,-876000000.0,,
December 2018,6778000000.0,1202000000.0,5576000000.0,-299000000.0,,
March 2019,6247000000.0,1176000000.0,5071000000.0,293000000.0,,
June 2019,6807000000.0,1229000000.0,5578000000.0,3416000000.0,,
September 2019,6290000000.0,1262000000.0,5028000000.0,499000000.0,,
December 2019,6967000000.0,1325000000.0,5642000000.0,408000000.0,,
March 2020,6151000000.0,1265000000.0,4886000000.0,143000000.0,,
June 2020,6020000000.0,1259000000.0,4761000000.0,1048000000.0,,
September 2020,6132000000.0,1360000000.0,4772000000.0,832000000.0,,
December 2020,5970000000.0,1391000000.0,4579000000.0,1227000000.0,,
March 2021,4277000000.0,619000000.0,3658000000.0,887000000.0,,
June 2021,6613000000.0,1468000000.0,5145000000.0,831000000.0,,
September 2021,6710000000.0,1417000000.0,5293000000.0,3843000000.0,,
December 2021,-368000000.0,-927000000.0,559000000.0,2000000.0,,
March 2022,4234000000.0,681000000.0,3553000000.0,1072000000.0,,
June 2022,4169000000.0,626000000.0,3543000000.0,511000000.0,,
