,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,23641500.0,19934000.0,-3539750.0,,
June 2017,23641500.0,19934000.0,-3539750.0,,
September 2017,23641500.0,19934000.0,-3539750.0,,
December 2017,23641500.0,19934000.0,-3539750.0,,
March 2018,23328000.0,19454000.0,-3941000.0,,
June 2018,26304000.0,22846000.0,-3200000.0,,
September 2018,29284000.0,24473000.0,-7517000.0,,
December 2018,34063000.0,28941000.0,14165000.0,246085000.0,214557000.0
March 2019,34894000.0,29527000.0,-8268000.0,231627000.0,199145000.0
June 2019,35048000.0,28819000.0,-7669000.0,396703000.0,368344000.0
September 2019,34565000.0,28953000.0,-10917000.0,390615000.0,364320000.0
December 2019,48377000.0,41954000.0,-15941000.0,380403000.0,355248000.0
March 2020,45034000.0,38439000.0,-19115000.0,360701000.0,338307000.0
June 2020,45288000.0,38494000.0,-25616000.0,347284000.0,322622000.0
September 2020,53439000.0,46979000.0,-29765000.0,326082000.0,302240000.0
December 2020,47440000.0,40060000.0,-27991000.0,329043000.0,308426000.0
March 2021,49420000.0,40699000.0,-27544000.0,445541000.0,425849000.0
June 2021,53393000.0,43570000.0,-36692000.0,423011000.0,403129000.0
September 2021,47581000.0,38714000.0,-28865000.0,415858000.0,395883000.0
December 2021,48183000.0,38729000.0,-27234000.0,402387000.0,379280000.0
March 2022,53529000.0,42806000.0,-32450000.0,359773000.0,337622000.0
June 2022,55360000.0,45433000.0,-46519000.0,337371000.0,318839000.0
