,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2010,152174.0,2026730.0,3308321.0,,,
December 2010,152174.0,2122579.0,3231989.0,,,
March 2011,152174.0,2413807.0,3562616.0,,,
June 2011,152174.0,2054438.0,6962318.0,144836374.0,108345020.0,7211914.0
September 2011,300735.0,2709440.0,3092066.0,154079273.0,118683107.0,6837853.0
December 2011,1754720.0,5276670.0,444644.0,165232352.0,130893272.0,6563845.0
March 2012,684523.0,3076851.0,-4205406.0,164518029.0,131577311.0,6105440.0
June 2012,206248.0,2002005.0,-5561389.0,164210822.0,137252046.0,6336271.0
September 2012,288880.0,3189614.0,-5384823.0,165335321.0,140633363.0,5688014.0
December 2012,284912.0,2457328.0,-3508052.0,144360856.0,106649271.0,19630421.0
March 2013,205343.0,3761220.0,-8790090.0,124981311.0,97261324.0,11271141.0
June 2013,1398978.0,3127182.0,-5915414.0,145773796.0,123473318.0,7943129.0
September 2013,203999.0,2910625.0,-5835384.0,159118592.0,137853397.0,5857405.0
December 2013,247563.0,2735275.0,-5698789.0,148521794.0,129636834.0,3693851.0
March 2014,375330.0,3057335.0,-5044886.0,138599754.0,121129843.0,3348921.0
June 2014,657326.0,1973548.0,-68033.0,152630875.0,136896675.0,2855937.0
September 2014,500167.0,2667304.0,84910.0,140194440.0,126015062.0,
December 2014,348881.0,2899501.0,-2902651.0,138634392.0,125167348.0,
March 2015,159475.0,2737190.0,977426.0,132581290.0,119941901.0,
June 2015,134953.0,1838594.0,-2323797.0,128164558.0,116324646.0,
September 2015,130446.0,1544688.0,-1092151.0,110347566.0,100010421.0,
December 2015,156283.0,1718953.0,-1751637.0,116612886.0,107250875.0,
March 2016,340229.0,1847205.0,-2627867.0,106814718.0,98616130.0,
June 2016,80534.0,1704131.0,-10334359.0,95429137.0,90719343.0,
September 2016,79165.0,1862928.0,-5320772.0,92185050.0,87760740.0,
December 2016,610278.0,1214549.0,-5152138.0,94578660.0,90604506.0,
March 2017,99049.0,1548566.0,368485.0,87009208.0,83294463.0,
June 2017,57946.0,1043659.0,333598.0,80378766.0,76734563.0,
September 2017,90658.0,1412145.0,-2990588.0,76669410.0,73244351.0,
December 2017,696276.0,1362471.0,466607.0,66747341.0,63521273.0,
March 2018,290994.0,1730774.0,350559.0,57239941.0,54215745.0,
June 2018,104205.0,2184279.0,-5226543.0,53400083.0,50651674.0,
September 2018,74221.0,1513375.0,-927228.0,56510467.0,54159861.0,
