,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,,,,,,
June 2009,,,,,,
September 2009,,,,,,
December 2009,,,,,,
March 2010,,36199000.0,-3748500.0,,,
June 2010,,33795000.0,-3748500.0,,,
September 2010,,37585000.0,-3748500.0,260811000.0,150020000.0,
December 2010,,34882000.0,-3748500.0,245503000.0,143034000.0,
March 2011,,35430000.0,1891000.0,234163000.0,128378000.0,
June 2011,,34505000.0,-6202000.0,,,
September 2011,,37552000.0,-13749000.0,234779000.0,137752000.0,
December 2011,,23772000.0,-31732000.0,204794000.0,127444000.0,
March 2012,,30825000.0,-13412000.0,,,
June 2012,,30633000.0,-2197000.0,,,
September 2012,,32917000.0,3583000.0,,,
December 2012,,34778000.0,-4050000.0,,,
March 2013,35538750.0,32716000.0,629000.0,,,
June 2013,35538750.0,31530000.0,-265000.0,,,
September 2013,35538750.0,33231000.0,8612000.0,,,
December 2013,35538750.0,31370000.0,-286000.0,,,
March 2014,34594750.0,32206000.0,2616000.0,,,
June 2014,34594750.0,31281000.0,3362000.0,,,
September 2014,34594750.0,31477000.0,8983000.0,,,
December 2014,34594750.0,31413000.0,32164000.0,,,
March 2015,34705000.0,31989000.0,-1442000.0,,,
June 2015,32646000.0,29630000.0,-710000.0,,,
September 2015,36787000.0,33604000.0,-315000.0,,,
December 2015,36604000.0,33190000.0,-46627000.0,,,
March 2016,38667000.0,35477000.0,-167000.0,,,
June 2016,33909000.0,30626000.0,-3884000.0,,,
September 2016,35602000.0,32483000.0,3493000.0,,,
December 2016,38676000.0,35182000.0,-17224000.0,,,
March 2017,34143000.0,30974000.0,-3688000.0,,,
June 2017,32439000.0,29179000.0,-7889000.0,,,
September 2017,34778000.0,31802000.0,-1622000.0,,,
December 2017,34790000.0,31443000.0,-8825000.0,,,
March 2018,32562000.0,29746000.0,-5319000.0,,,
June 2018,32193000.0,29675000.0,-7426000.0,,,
September 2018,35950000.0,30488000.0,-8817000.0,,,
December 2018,34208000.0,30462000.0,-11277000.0,,,
March 2019,31570000.0,29188000.0,-6152000.0,,,
June 2019,30264000.0,27754000.0,-5941000.0,,,
September 2019,31268000.0,29271000.0,487000.0,,,
December 2019,31917000.0,29930000.0,-5088000.0,,,
March 2020,20693000.0,18523000.0,-17238000.0,,,
June 2020,21231000.0,19361000.0,-15094000.0,,,
September 2020,28482000.0,26308000.0,-10808000.0,,,
