,ResearchAndDevelopmentExpense,Assets,AssetsCurrent
March 2010,34317000.0,,
June 2010,,,
September 2010,,,
December 2010,,1107162000.0,434363000.0
March 2011,46587000.0,1265946000.0,314606000.0
