,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2013,7246.0,-7246.0,,
June 2013,18837.0,-18837.0,,
September 2013,369.0,-369.0,,
December 2013,43972.0,-222.0,27875.0,27869.0
March 2014,46144.0,-2394.0,40375.0,40369.0
June 2014,107921.0,-64171.0,50925.0,50919.0
September 2014,57665.0,-13915.0,57060.0,57054.0
December 2014,141316.0,-97566.0,62875.0,62869.0
March 2015,84650.0,-40900.0,75375.0,75369.0
June 2015,86079.0,-42329.0,112865.0,112859.0
September 2015,124874.0,-81124.0,100838.0,100832.0
December 2015,46970.0,-46970.0,100790.0,100784.0
March 2016,39345.0,-39345.0,100742.0,100736.0
June 2016,44614.0,-44614.0,100460.0,100454.0
September 2016,44005.0,-44005.0,100412.0,100406.0
December 2016,141880.0,-141880.0,375.0,369.0
March 2017,1082775.0,-483255.0,,
June 2017,660919.0,-608853.0,8066781.0,1250299.0
September 2017,695270.0,-683775.0,7903502.0,1290682.0
December 2017,5359754.0,1107707.0,7972957.0,1823233.0
March 2018,1646975.0,-793192.0,6949433.0,1123536.0
June 2018,1994870.0,-424770.0,6595302.0,1318335.0
September 2018,1898874.0,-426379.0,6355345.0,1424711.0
December 2018,3311723.0,102468.0,6052279.0,1517116.0
March 2019,1573881.0,-635259.0,,
June 2019,13003099.0,-1255740.0,19468767.0,6192056.0
September 2019,1982805.0,-1179969.0,18526563.0,5561627.0
December 2019,27524346.0,309992.0,19294792.0,5726093.0
March 2020,12485677.0,-2110482.0,18179694.0,4556292.0
June 2020,19015343.0,-4811839.0,29369325.0,13452502.0
September 2020,3399550.0,-4827432.0,49258621.0,23845516.0
December 2020,-24805227.0,2090984.0,19239940.0,5874530.0
March 2021,5191656.0,-755811.0,27993696.0,11801296.0
June 2021,6827759.0,3018890.0,23749887.0,9108502.0
September 2021,7594570.0,-973317.0,22519704.0,7989311.0
December 2021,12150898.0,-4878696.0,47006547.0,11136774.0
March 2022,12004408.0,-927208.0,47612901.0,11980195.0
June 2022,12545474.0,-144452.0,47436459.0,12064710.0
