,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2017,3868.0,,-3868.0,258000.0,258000.0,
March 2018,0.0,484750.0,0.0,,,
June 2018,0.0,484750.0,0.0,,,
September 2018,597993.0,484750.0,359089.0,555021306.0,1849574.0,
December 2018,253098.0,484750.0,2294161.0,557475687.0,1779924.0,
March 2019,393015.0,1740500.0,2168590.0,560152979.0,1237774.0,
June 2019,262894.0,1740500.0,2566970.0,561865154.0,1256970.0,
September 2019,455846.0,1740500.0,2045830.0,564026302.0,1001349.0,
December 2019,9476245.0,1740500.0,-17660390.0,2076000.0,1876000.0,200000.0
March 2020,800000.0,368000.0,-1125000.0,569995371.0,523100.0,
June 2020,1000702.0,192000.0,-894960.0,569988185.0,395820.0,
September 2020,3320249.0,3402000.0,-3251008.0,569245438.0,204263.0,
December 2020,38203049.0,17090000.0,-49370032.0,1063893000.0,1001030000.0,62863000.0
March 2021,33103000.0,27271000.0,-176843000.0,1120940000.0,992859000.0,128081000.0
June 2021,53153000.0,45245000.0,-46222000.0,1191454000.0,986074000.0,205380000.0
September 2021,109564000.0,99291000.0,-109844000.0,1662444000.0,1423267000.0,239177000.0
December 2021,133449000.0,115050000.0,-138432000.0,1592952000.0,1232862000.0,360090000.0
March 2022,123452000.0,101460000.0,-122074000.0,1492533000.0,1074754000.0,417779000.0
June 2022,88681000.0,71160000.0,-105976000.0,1388937000.0,896640000.0,492297000.0
