,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,483242500.0,105030000.0,,
June 2007,483242500.0,105030000.0,,
September 2007,483242500.0,105030000.0,,
December 2007,483242500.0,105030000.0,3094028000.0,1800817000.0
March 2008,494111000.0,114238000.0,,
June 2008,521042000.0,113179000.0,,
September 2008,510891000.0,140023000.0,,
December 2008,499506000.0,107915000.0,3515417000.0,2144109000.0
March 2009,470201000.0,96378000.0,,
June 2009,471039000.0,92466000.0,3405765000.0,2025025000.0
September 2009,473225000.0,144564000.0,3745049000.0,2284794000.0
December 2009,518837000.0,97058000.0,3726332000.0,2131515000.0
March 2010,522857000.0,99173000.0,3810775000.0,2227823000.0
June 2010,532171000.0,129077000.0,3731928000.0,2122448000.0
September 2010,538451000.0,150405000.0,3789237000.0,2147557000.0
December 2010,551730000.0,132210000.0,3904377000.0,2238071000.0
March 2011,567000000.0,157933000.0,3933424000.0,2261702000.0
June 2011,597112000.0,169885000.0,4200435000.0,2506258000.0
September 2011,609959000.0,182121000.0,4550645000.0,2577694000.0
December 2011,684292000.0,148484000.0,4716062000.0,2694900000.0
March 2012,669971000.0,187516000.0,4751210000.0,2706198000.0
June 2012,664343000.0,190704000.0,4761308000.0,2698731000.0
September 2012,739634000.0,155394000.0,4983744000.0,2874953000.0
December 2012,711087000.0,156267000.0,5014598000.0,2900640000.0
March 2013,688431000.0,211838000.0,5013728000.0,2923428000.0
June 2013,696912000.0,217660000.0,5030135000.0,2962184000.0
September 2013,704651000.0,210789000.0,5251549000.0,3049097000.0
December 2013,749635000.0,156749000.0,5266328000.0,3044285000.0
March 2014,721632000.0,216653000.0,5234229000.0,2995664000.0
June 2014,739935000.0,205915000.0,5311312000.0,3030553000.0
September 2014,717271000.0,230322000.0,5326416000.0,3043663000.0
December 2014,788287000.0,148839000.0,5283049000.0,2967549000.0
March 2015,742496000.0,211015000.0,5210972000.0,2946641000.0
June 2015,716715000.0,220548000.0,5826909000.0,3523746000.0
September 2015,721150000.0,192201000.0,5807153000.0,3104686000.0
December 2015,750747000.0,145232000.0,5857755000.0,3048642000.0
March 2016,727961000.0,186713000.0,5964839000.0,3138961000.0
June 2016,734470000.0,172676000.0,5964804000.0,3190262000.0
September 2016,717165000.0,185873000.0,5885509000.0,3129192000.0
December 2016,815464000.0,60666000.0,5694000000.0,3020229000.0
March 2017,723704000.0,174744000.0,5782549000.0,3096183000.0
June 2017,807891000.0,97921000.0,5861881000.0,3186347000.0
September 2017,736010000.0,162006000.0,5825060000.0,3175060000.0
December 2017,781290000.0,151059000.0,5804000000.0,3205989000.0
March 2018,757000000.0,232000000.0,5902811000.0,3307162000.0
June 2018,767000000.0,237000000.0,5904572000.0,3373002000.0
September 2018,890113000.0,104377000.0,5932183000.0,3583344000.0
December 2018,776000000.0,209000000.0,5873000000.0,3557000000.0
March 2019,732000000.0,253000000.0,6014000000.0,3508000000.0
June 2019,741000000.0,260000000.0,5992000000.0,3456000000.0
September 2019,761000000.0,233000000.0,5922000000.0,3396000000.0
December 2019,901000000.0,103000000.0,6005000000.0,3555000000.0
March 2020,962000000.0,173000000.0,7177000000.0,4914000000.0
June 2020,811000000.0,114000000.0,7194000000.0,4918000000.0
September 2020,694000000.0,240000000.0,6583000000.0,4273000000.0
December 2020,752000000.0,168000000.0,6295000000.0,3919000000.0
March 2021,735000000.0,238000000.0,6333000000.0,3934000000.0
June 2021,790000000.0,225000000.0,6462000000.0,4057000000.0
September 2021,812000000.0,297000000.0,6390000000.0,4005000000.0
December 2021,836000000.0,283000000.0,6592000000.0,4011000000.0
March 2022,849000000.0,366000000.0,6993000000.0,4439000000.0
June 2022,907000000.0,371000000.0,7049000000.0,4513000000.0
