,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2012,,19800000.0,,
June 2012,,16400000.0,,
September 2012,,17200000.0,,
December 2012,,13900000.0,,
March 2013,,15400000.0,,
June 2013,,16400000.0,,
September 2013,,6500000.0,,
December 2013,,12600000.0,579900000.0,55300000.0
March 2014,19000000.0,12000000.0,576700000.0,54600000.0
June 2014,,9900000.0,589300000.0,74400000.0
September 2014,13300000.0,13700000.0,696300000.0,77400000.0
December 2014,13300000.0,12400000.0,649000000.0,37000000.0
March 2015,18000000.0,21000000.0,634000000.0,28000000.0
