,OperatingExpenses,NetIncomeLoss,Assets
March 2011,11695639.5,6180089.0,
June 2011,11695639.5,697771.0,500424917.0
September 2011,11695639.5,2544883.0,650701720.0
December 2011,11695639.5,234.0,694432627.0
March 2012,13761006.0,1127404.0,714229444.0
June 2012,15261283.0,4424752.0,770730279.0
September 2012,15818909.0,2618768.0,820427924.0
December 2012,18700701.0,-278.0,950911527.0
March 2013,18500606.0,2289886.0,992372928.0
June 2013,19473771.0,2471012.0,1126880932.0
September 2013,20682134.0,25262291.0,1312610504.0
December 2013,24800346.0,3790372.0,1439089843.0
March 2014,26209695.0,3131685.0,1503180658.0
June 2014,27227000.0,5834000.0,1766939554.0
September 2014,28560000.0,6748000.0,1770584104.0
December 2014,30092888.0,4587000.0,1851696000.0
March 2015,32252000.0,4200000.0,1948952000.0
June 2015,32417000.0,5201000.0,1956437000.0
September 2015,33714000.0,7542000.0,2062814000.0
December 2015,34981000.0,6921000.0,2310635000.0
March 2016,37695000.0,8027000.0,2381270000.0
June 2016,40115000.0,7704000.0,2566942000.0
September 2016,41138000.0,7402000.0,2586501000.0
December 2016,41070000.0,9621000.0,2662969000.0
March 2017,42974000.0,10170000.0,2748537000.0
June 2017,44966000.0,8309000.0,2825708000.0
September 2017,44931000.0,9149000.0,2860899000.0
December 2017,46724000.0,10849000.0,3039198000.0
March 2018,47114000.0,10702000.0,3049723000.0
June 2018,48526000.0,7339000.0,3049669000.0
September 2018,48556000.0,14194000.0,3014535000.0
December 2018,48238000.0,10501000.0,3003071000.0
March 2019,48429000.0,13250000.0,2994406000.0
June 2019,49159000.0,7585000.0,2968969000.0
September 2019,47766000.0,17858000.0,2933342000.0
December 2019,47491000.0,10151000.0,2913757000.0
March 2020,46879000.0,12002000.0,2963891000.0
June 2020,46391000.0,4647000.0,3030133000.0
September 2020,47738000.0,6466000.0,2921376000.0
December 2020,48659000.0,8899000.0,2864610000.0
March 2021,46733000.0,7415000.0,2844771000.0
June 2021,48168000.0,16484000.0,2859559000.0
September 2021,47320000.0,21095000.0,2898236000.0
December 2021,49324000.0,8514000.0,2928844000.0
March 2022,49792000.0,11641000.0,2922214000.0
June 2022,51628000.0,11507000.0,2968710000.0
