,OperatingExpenses,NetIncomeLoss,Assets
September 2017,,0.0,
December 2017,,-36000.0,200000.0
March 2018,15500.0,-15500.0,200000.0
June 2018,15950.0,-15950.0,200000.0
September 2018,16000.0,-16000.0,200000.0
December 2018,,-1645000.0,164963000.0
March 2019,,-2468000.0,625015000.0
June 2019,,-3578000.0,918772000.0
September 2019,,-3051000.0,1217895000.0
December 2019,,-11729000.0,2390322000.0
March 2020,,-39677000.0,3918885000.0
June 2020,,-14262000.0,3926427000.0
September 2020,,-10315000.0,4250780000.0
December 2020,,-32004000.0,5330816000.0
March 2021,,-19889000.0,6115617000.0
June 2021,,-43981000.0,9348474000.0
September 2021,,-109252000.0,11823611000.0
December 2021,,-129129000.0,19971431000.0
March 2022,,24860000.0,21667101000.0
June 2022,,-101363000.0,26203507000.0
