,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,182000000.0,1294250000.0,,
June 2007,182000000.0,1294250000.0,,
September 2007,182000000.0,1294250000.0,,
December 2007,182000000.0,1294250000.0,,
March 2008,192000000.0,1338000000.0,,
June 2008,197000000.0,1420000000.0,,
September 2008,208000000.0,1526000000.0,,
December 2008,222000000.0,1151000000.0,31991000000.0,12894000000.0
March 2009,190000000.0,938000000.0,,
June 2009,197000000.0,613000000.0,32960000000.0,13655000000.0
September 2009,198000000.0,787000000.0,33075000000.0,13382000000.0
December 2009,217000000.0,796000000.0,33465000000.0,13650000000.0
March 2010,207000000.0,672000000.0,32883000000.0,13065000000.0
June 2010,216000000.0,818000000.0,33017000000.0,12230000000.0
September 2010,240000000.0,1734000000.0,49854000000.0,16446000000.0
December 2010,256000000.0,1043000000.0,51767000000.0,18098000000.0
March 2011,254000000.0,944000000.0,52372000000.0,18211000000.0
June 2011,274000000.0,1339000000.0,54019000000.0,19942000000.0
September 2011,266000000.0,1301000000.0,55581000000.0,21260000000.0
December 2011,267000000.0,1413000000.0,55201000000.0,20539000000.0
March 2012,275000000.0,1301000000.0,56366000000.0,21292000000.0
June 2012,291000000.0,1403000000.0,57013000000.0,21040000000.0
September 2012,289000000.0,1424000000.0,59441000000.0,22951000000.0
December 2012,313000000.0,1362000000.0,61547000000.0,24156000000.0
March 2013,295000000.0,1259000000.0,61428000000.0,23727000000.0
June 2013,293000000.0,2095000000.0,63251000000.0,23799000000.0
September 2013,286000000.0,1715000000.0,65123000000.0,25093000000.0
December 2013,300000000.0,1663000000.0,67100000000.0,26225000000.0
March 2014,284000000.0,1592000000.0,66717000000.0,25353000000.0
June 2014,309000000.0,1595000000.0,68086000000.0,25414000000.0
September 2014,301000000.0,1949000000.0,68320000000.0,25473000000.0
December 2014,323000000.0,302000000.0,66904000000.0,24694000000.0
March 2015,267000000.0,975000000.0,65411000000.0,23394000000.0
June 2015,279000000.0,1124000000.0,64753000000.0,22861000000.0
September 2015,273000000.0,989000000.0,63342000000.0,21532000000.0
December 2015,275000000.0,-1016000000.0,68005000000.0,26912000000.0
March 2016,240000000.0,501000000.0,69141000000.0,27700000000.0
June 2016,257000000.0,-2160000000.0,81171000000.0,27195000000.0
September 2016,253000000.0,176000000.0,80594000000.0,26425000000.0
December 2016,262000000.0,-204000000.0,77956000000.0,23927000000.0
March 2017,211000000.0,279000000.0,76175000000.0,21883000000.0
June 2017,196000000.0,-74000000.0,74862000000.0,21273000000.0
September 2017,189000000.0,545000000.0,73569000000.0,19914000000.0
December 2017,191000000.0,-2255000000.0,71987000000.0,18497000000.0
March 2018,172000000.0,525000000.0,71478000000.0,18055000000.0
June 2018,175000000.0,430000000.0,70156000000.0,16900000000.0
September 2018,177000000.0,644000000.0,70046000000.0,16483000000.0
December 2018,178000000.0,539000000.0,70507000000.0,15731000000.0
March 2019,173000000.0,421000000.0,70321000000.0,15773000000.0
June 2019,179000000.0,492000000.0,70591000000.0,16333000000.0
September 2019,176000000.0,-11383000000.0,57990000000.0,16151000000.0
December 2019,189000000.0,333000000.0,56312000000.0,15530000000.0
March 2020,173000000.0,-7376000000.0,48594000000.0,16266000000.0
June 2020,142000000.0,-3434000000.0,44667000000.0,14379000000.0
September 2020,137000000.0,-82000000.0,44066000000.0,14215000000.0
December 2020,128000000.0,374000000.0,42434000000.0,12919000000.0
March 2021,135000000.0,299000000.0,42036000000.0,12807000000.0
June 2021,134000000.0,431000000.0,40908000000.0,12077000000.0
September 2021,140000000.0,550000000.0,41038000000.0,12387000000.0
December 2021,145000000.0,601000000.0,41511000000.0,12654000000.0
March 2022,141000000.0,510000000.0,41967000000.0,13253000000.0
June 2022,154000000.0,959000000.0,42827000000.0,14316000000.0
