,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2015,,-71.0,,,
September 2015,,-71.0,,,
December 2015,,-71.0,,,
March 2016,,-71.0,,,
June 2016,-6476.0,-5083.0,3249.0,2635.0,5884.0
September 2016,-3031.0,1924.0,,,
December 2016,-11456.0,-10848.0,5284.0,16352.0,21636.0
March 2017,-9235.0,-4604.0,8882.0,12616.0,21498.0
June 2017,-8717.0,1513.0,8387.0,8507.0,16894.0
September 2017,-3184.0,1712.0,7911.0,10495.0,18406.0
December 2017,-14700.0,-7125.0,9517.0,10601.0,20118.0
