,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,10888500.0,6558250.0,1255000.0,-7926750.0,,
June 2009,10888500.0,6558250.0,1255000.0,-7926750.0,,
September 2009,10888500.0,6558250.0,1255000.0,-7926750.0,,
December 2009,10888500.0,6558250.0,1255000.0,-7926750.0,,
March 2010,9404000.0,4642000.0,1016000.0,-5393000.0,,
June 2010,8683000.0,4596000.0,1238000.0,-6813000.0,,
September 2010,10983000.0,5716000.0,1694000.0,-7900000.0,,
December 2010,8201000.0,3674000.0,2419000.0,-7043000.0,66562000.0,31055000.0
March 2011,10985000.0,3795000.0,3523000.0,-9775000.0,,
June 2011,12167000.0,4586000.0,4466000.0,-8763000.0,87092000.0,53604000.0
September 2011,12689000.0,4360000.0,4972000.0,-9508000.0,77609000.0,43400000.0
December 2011,18949000.0,2132000.0,7198000.0,-15282000.0,113490000.0,82649000.0
March 2012,18941000.0,1294000.0,11152000.0,-11894000.0,94264000.0,62264000.0
June 2012,18970000.0,1872000.0,10413000.0,-8296000.0,142853000.0,100076000.0
September 2012,24192000.0,3527000.0,11378000.0,-15745000.0,132826000.0,85129000.0
December 2012,26279000.0,3244000.0,13363000.0,-16346000.0,112054000.0,60922000.0
March 2013,30232000.0,5905000.0,12936000.0,-23138000.0,185241000.0,128989000.0
June 2013,29151000.0,4857000.0,14080000.0,-14031000.0,178430000.0,121490000.0
September 2013,36073000.0,5962000.0,15320000.0,-14784000.0,172395000.0,111685000.0
December 2013,43384000.0,4836000.0,20172000.0,-11956000.0,169820000.0,106751000.0
March 2014,45920000.0,5204000.0,22589000.0,-11477000.0,163693000.0,98478000.0
June 2014,50007000.0,5216000.0,24837000.0,-5037000.0,292080000.0,208906000.0
September 2014,53033000.0,4425000.0,28217000.0,-3004000.0,305394000.0,199240000.0
December 2014,53873000.0,18731000.0,106662000.0,5802000.0,326072000.0,214257000.0
March 2015,54975000.0,5967000.0,31428000.0,1260000.0,335030000.0,219750000.0
June 2015,57330000.0,3649000.0,34752000.0,8000.0,354993000.0,229626000.0
September 2015,57104000.0,5893000.0,35310000.0,3086000.0,368988000.0,233100000.0
December 2015,70133000.0,13153000.0,37553000.0,-2498000.0,389623000.0,252582000.0
March 2016,67728000.0,9493000.0,37957000.0,-3854000.0,391206000.0,248625000.0
June 2016,76084000.0,9362000.0,43669000.0,-7958000.0,400699000.0,257989000.0
September 2016,89220000.0,9754000.0,36314000.0,-22164000.0,381153000.0,235444000.0
December 2016,75363000.0,17069000.0,34673000.0,-3973000.0,391466000.0,243089000.0
March 2017,83333000.0,16632000.0,42120000.0,-19866000.0,599962000.0,447964000.0
June 2017,86714000.0,18856000.0,39552000.0,-19743000.0,605745000.0,450991000.0
September 2017,70907000.0,11775000.0,40644000.0,-7597000.0,606090000.0,365835000.0
December 2017,70613000.0,10027000.0,39178000.0,4595000.0,628371000.0,391110000.0
March 2018,81544000.0,14378000.0,44191000.0,-10680000.0,622037000.0,418734000.0
June 2018,77566000.0,12239000.0,44249000.0,2564000.0,642681000.0,455054000.0
September 2018,79400000.0,14897000.0,44179000.0,-640000.0,659045000.0,472049000.0
December 2018,82852000.0,14174000.0,44646000.0,8285000.0,689353000.0,477969000.0
March 2019,90234000.0,14384000.0,47305000.0,-2771000.0,719156000.0,508673000.0
June 2019,97329000.0,17827000.0,49126000.0,2730000.0,787843000.0,394609000.0
September 2019,102272000.0,20255000.0,50128000.0,-6087000.0,807489000.0,378847000.0
December 2019,120711000.0,19653000.0,54223000.0,-4888000.0,831065000.0,408557000.0
