,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,,,5889250.0,,,
June 2008,,,5889250.0,,,
September 2008,,,5889250.0,,,
December 2008,,,5889250.0,,,
March 2009,,,60128000.0,,,
June 2009,,,79524000.0,,,
September 2009,,,65320000.0,,,
December 2009,,,94354000.0,2963062000.0,982269000.0,342948000.0
March 2010,,138871750.0,72458000.0,,,
June 2010,,138871750.0,106208000.0,3116514000.0,1132154000.0,
September 2010,,138871750.0,101693000.0,3173366000.0,1215754000.0,
December 2010,,138871750.0,130613000.0,3388432000.0,1446246000.0,346326000.0
March 2011,,141170000.0,100525000.0,3961670000.0,1607436000.0,
June 2011,,136586000.0,77429000.0,3347484000.0,1626044000.0,
September 2011,,137710000.0,98603000.0,3447346000.0,1210725000.0,
December 2011,,152436000.0,135001000.0,3961670000.0,1715968000.0,504011000.0
March 2012,,158329000.0,114903000.0,3848882000.0,1557937000.0,
June 2012,,165402000.0,142364000.0,3695141000.0,1259220000.0,
September 2012,,158823000.0,118410000.0,3899973000.0,1432760000.0,
December 2012,,172919000.0,305801000.0,4138798000.0,1484276000.0,697190000.0
March 2013,,183160000.0,107819000.0,4031363000.0,1486754000.0,
June 2013,,176770000.0,159729000.0,4076492000.0,1480232000.0,
September 2013,,176644000.0,129003000.0,4285660000.0,1651002000.0,
December 2013,,192481000.0,108519000.0,4434823000.0,1861310000.0,612998000.0
March 2014,,191877000.0,128296000.0,4256830000.0,1644898000.0,
June 2014,,198666000.0,153794000.0,4069277000.0,1448916000.0,
September 2014,,167361000.0,131339000.0,3921558000.0,1314681000.0,
December 2014,,206895000.0,131846000.0,4657481000.0,2096330000.0,670881000.0
March 2015,31106000.0,202187000.0,123843000.0,3935624000.0,1406067000.0,
June 2015,,178498000.0,193718000.0,5710602000.0,3114012000.0,
September 2015,,193645000.0,124559000.0,6731655000.0,1684478000.0,
December 2015,,210849000.0,164708000.0,6672314000.0,1727881000.0,
March 2016,48359000.0,198821000.0,290897000.0,6638324000.0,1653775000.0,
June 2016,,191133000.0,184608000.0,6512715000.0,1692942000.0,
September 2016,,200820000.0,145997000.0,6647774000.0,1800086000.0,
December 2016,,215959000.0,52093000.0,6200294000.0,1658099000.0,
March 2017,,207370000.0,199900000.0,6202592000.0,1575846000.0,
June 2017,,212397000.0,234075000.0,6516569000.0,1753411000.0,
September 2017,,224192000.0,124088000.0,6476414000.0,1656409000.0,
December 2017,,237071000.0,65872000.0,6521680000.0,1748520000.0,
