,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2010,378000.0,,,
September 2010,724000.0,,,
December 2010,74000.0,,,
March 2011,426000.0,20842000.0,6593000.0,14249000.0
June 2011,665000.0,21970000.0,6761000.0,15209000.0
September 2011,728000.0,22705000.0,5480000.0,17225000.0
December 2011,1152000.0,24585000.0,5732000.0,18853000.0
March 2012,734000.0,26206000.0,10006000.0,16200000.0
June 2012,270000.0,26482000.0,7800000.0,18682000.0
September 2012,486000.0,28089000.0,6215000.0,21874000.0
December 2012,370000.0,30666000.0,6125000.0,24541000.0
March 2013,-3964000.0,34680000.0,6377000.0,28303000.0
June 2013,-4175000.0,38248000.0,5946000.0,32302000.0
September 2013,1224000.0,43612000.0,7171000.0,36441000.0
December 2013,933000.0,44290000.0,6634000.0,37656000.0
March 2014,2740000.0,45621000.0,8367000.0,37254000.0
June 2014,997000.0,46268000.0,7559000.0,38709000.0
September 2014,4215000.0,47162000.0,8240000.0,38922000.0
December 2014,-37318000.0,451388000.0,129027000.0,
March 2015,-1114000.0,414959000.0,79327000.0,
June 2015,-748000.0,419776000.0,65559000.0,
September 2015,1718000.0,434830000.0,68209000.0,
December 2015,-116511000.0,264944000.0,45909000.0,
March 2016,-6421000.0,239914000.0,24060000.0,
June 2016,-11172000.0,327977000.0,35487000.0,
September 2016,-3900000.0,333476000.0,37683000.0,
December 2016,-33048000.0,316512000.0,27342000.0,
March 2017,729000.0,304494000.0,21490000.0,
June 2017,-17123000.0,824111000.0,45666000.0,
September 2017,1556000.0,824972000.0,31957000.0,
December 2017,2324000.0,834417000.0,47073000.0,
March 2018,5321000.0,849416000.0,49626000.0,
June 2018,650000.0,865780000.0,24830000.0,
September 2018,224000.0,898401000.0,35516000.0,
December 2018,36130000.0,1004308000.0,63556000.0,
March 2019,-17204000.0,1006329000.0,49883000.0,
June 2019,8777000.0,1017348000.0,43389000.0,
September 2019,11770000.0,1098651000.0,55474000.0,
December 2019,-2624000.0,1125543000.0,60268000.0,
March 2020,16708000.0,1142521000.0,100654000.0,
June 2020,-16339000.0,1068974000.0,56155000.0,
September 2020,-5445000.0,1032002000.0,55613000.0,
December 2020,-8471000.0,1005257000.0,34733000.0,
March 2021,-5833000.0,1228953000.0,44478000.0,
June 2021,-8871000.0,1277661000.0,42565000.0,
September 2021,10418000.0,1424973000.0,50157000.0,
December 2021,39770000.0,1556367000.0,61415000.0,
March 2022,-33478000.0,2321271000.0,116933000.0,
June 2022,144885000.0,3290959000.0,269426000.0,
