,NetIncomeLoss,Assets,AssetsCurrent
December 2006,-10545.0,,
March 2007,-10545.0,,
June 2007,-2554326.25,,
September 2007,-2554326.25,,
December 2007,-2554326.25,,
March 2008,-2554326.25,,
June 2008,-1275.0,,
September 2008,-1275.0,,
December 2008,-1275.0,,
March 2009,-1275.0,,
June 2009,-26936.5,,
September 2009,-26936.5,,
December 2009,-26936.5,,
March 2010,-26936.5,,
June 2010,-85.0,,
September 2010,-9951.333333333334,,
December 2010,-9951.333333333334,,
March 2011,-9951.333333333334,102579.0,102579.0
June 2011,-18538.0,135853.0,135853.0
