,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2008,2225000.0,16208250.0,21650250.0,,,
December 2008,2225000.0,16208250.0,21650250.0,,,
March 2009,2225000.0,16208250.0,21650250.0,,,
June 2009,2225000.0,16208250.0,21650250.0,,,
September 2009,1900000.0,17740000.0,17941000.0,,,
December 2009,1900000.0,18866000.0,19284000.0,,,
March 2010,1900000.0,22381000.0,18772000.0,,,
June 2010,1900000.0,21867000.0,-17007000.0,472090000.0,310090000.0,
September 2010,1425000.0,30326000.0,7429000.0,,,
December 2010,1425000.0,28763000.0,9948000.0,770506000.0,344063000.0,
March 2011,1425000.0,32618000.0,-21562000.0,740372000.0,348030000.0,
June 2011,1425000.0,27985000.0,6832000.0,781645000.0,400089000.0,
September 2011,975000.0,27057000.0,19768000.0,736702000.0,370074000.0,
December 2011,975000.0,28872000.0,25094000.0,685241000.0,324397000.0,
March 2012,975000.0,36368000.0,7766000.0,630328000.0,251140000.0,
June 2012,975000.0,45107000.0,-7977000.0,955893000.0,584402000.0,
September 2012,325000.0,47252000.0,6744000.0,916146000.0,538633000.0,6453000.0
December 2012,325000.0,48756000.0,2629000.0,980363000.0,596995000.0,
March 2013,325000.0,53846000.0,-4681000.0,1073006000.0,717527000.0,
June 2013,325000.0,41698000.0,8285000.0,1276322000.0,937199000.0,
September 2013,550000.0,40506000.0,11596000.0,1232790000.0,888789000.0,5616000.0
December 2013,550000.0,40824000.0,12749000.0,1021544000.0,683379000.0,
March 2014,550000.0,40586000.0,17182000.0,1301893000.0,970961000.0,
June 2014,550000.0,46156000.0,28584000.0,1350945000.0,1008895000.0,
September 2014,600000.0,38736000.0,24089000.0,1347514000.0,1020157000.0,
December 2014,600000.0,41385000.0,22374000.0,1079493000.0,765631000.0,
March 2015,600000.0,38001000.0,24358000.0,1272052000.0,965848000.0,
June 2015,600000.0,40797000.0,23914000.0,1286430000.0,991223000.0,
September 2015,575000.0,35761000.0,23020000.0,1209282000.0,933754000.0,
December 2015,575000.0,36248000.0,16658000.0,903472000.0,633346000.0,
March 2016,575000.0,35998000.0,18420000.0,1103805000.0,781929000.0,
June 2016,575000.0,37879000.0,24356000.0,1263500000.0,923723000.0,
September 2016,500000.0,38468000.0,24632000.0,1325250000.0,965777000.0,
December 2016,500000.0,41703000.0,18641000.0,1042278000.0,696027000.0,
March 2017,500000.0,42195000.0,18392000.0,1321695000.0,966515000.0,
June 2017,500000.0,56896000.0,11289000.0,1450756000.0,1106190000.0,
September 2017,450000.0,43934000.0,19483000.0,1343302000.0,784182000.0,
December 2017,450000.0,49392000.0,9622000.0,1370243000.0,727095000.0,
March 2018,450000.0,48091000.0,32375000.0,1400466000.0,695341000.0,
June 2018,450000.0,51586000.0,2766000.0,1219290000.0,426841000.0,
September 2018,650000.0,41878000.0,-5199000.0,1200605000.0,427003000.0,
December 2018,650000.0,69730000.0,-63941000.0,1080124000.0,339207000.0,
March 2019,650000.0,42802000.0,-58819000.0,839757000.0,302388000.0,
June 2019,650000.0,47646000.0,-183048000.0,670247000.0,295650000.0,
September 2019,400000.0,31931000.0,-4392000.0,671112000.0,304549000.0,
December 2019,400000.0,33393000.0,-205000.0,689510000.0,309358000.0,
March 2020,400000.0,17454000.0,-34881000.0,510233000.0,342648000.0,
June 2020,400000.0,-7522000.0,-38880000.0,453678000.0,319306000.0,
September 2020,75000.0,18528000.0,-28958000.0,404184000.0,286810000.0,
December 2020,75000.0,22097000.0,-4534000.0,476978000.0,336874000.0,
March 2021,75000.0,18892000.0,-6204000.0,416452000.0,296238000.0,
June 2021,75000.0,24546000.0,1639000.0,428330000.0,294317000.0,
September 2021,125000.0,20627000.0,-10969000.0,443755000.0,318750000.0,
December 2021,125000.0,17746000.0,-10969000.0,424223000.0,302790000.0,
March 2022,125000.0,15184000.0,-10969000.0,433665000.0,309147000.0,
June 2022,125000.0,21436000.0,-10969000.0,656565000.0,217732000.0,
