,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,4488513.5,-5098738.0,,,
June 2010,4488513.5,-5098738.0,,,
September 2010,2827717.0,-9381865.0,,,
December 2010,4942463.0,3267438.0,6774256.0,4230383.0,
March 2011,3707475.0,-1319352.0,,,
June 2011,4367082.0,-1797764.0,,,
September 2011,2719167.0,-2259315.0,8610071.0,5250920.0,
December 2011,3217518.0,-1522625.0,10748032.0,7608101.0,3139931.0
March 2012,2247072.0,-1723153.0,7257692.0,4108685.0,
June 2012,2016610.0,-1749071.0,,,
September 2012,1734208.0,-1038415.0,8287301.0,5535641.0,2751660.0
