,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2011,119060.5,,0.0,0.0,,
June 2011,119060.5,,100628.0,-266956.0,,
September 2011,119060.5,,39812.0,-98355.0,,
December 2011,119060.5,,48059.0,-12099.0,190053.0,190053.0
March 2012,188906.0,,35911.0,-98664.0,,
June 2012,188906.0,,53002.0,-145646.0,,
September 2012,188906.0,,41178.0,-181971.0,,
December 2012,188906.0,,54339.0,-383259.0,121835.0,121835.0
March 2013,163499.0,,48961.0,-172479.0,,
June 2013,99828.0,,49337.0,-125367.0,,
September 2013,93306.0,,42056.0,-85480.0,,
December 2013,176131.0,,-18299.0,-152281.0,39719.0,39719.0
March 2014,135477.0,,32950.0,-132008.0,2503935.0,392826.0
June 2014,96075.0,,47950.0,-123882.0,365526.0,365526.0
September 2014,93966.0,,45841.0,-6638263.0,2128453.0,1707552.0
December 2014,390049.0,,175529.0,-527138.0,1652298.0,1101901.0
March 2015,393789.0,23276.5,119015.0,-411143.0,,
June 2015,393789.0,23276.5,119015.0,-411142.0,3519559.0,270592.0
September 2015,273265.0,23276.5,111709.0,-56889.0,4254074.0,804277.0
December 2015,596191.0,23276.5,218200.0,-967728.0,3717733.0,949405.0
March 2016,283679.0,,112709.0,-61761.0,5388315.0,1672619.0
June 2016,334627.0,,136459.0,-50986.0,5713899.0,1627081.0
September 2016,395790.0,,202498.0,-6860.0,7696965.0,1787530.0
December 2016,586552.0,,318793.0,440772.0,8563101.0,2438532.0
March 2017,540221.0,,302890.0,109386.0,10849759.0,3300064.0
June 2017,644229.0,,,547000.0,15351429.0,5789136.0
September 2017,880472.0,,,-392450.0,21372418.0,3872343.0
December 2017,241526.0,,,-1458019.0,32202015.0,5088666.0
March 2018,942915.0,,,-1895142.0,33938074.0,5658633.0
June 2018,1177743.0,,,-6347769.0,45440616.0,12264573.0
September 2018,1008878.0,,,-10202620.0,57133499.0,15519502.0
December 2018,10037289.0,,,4841463.0,82960624.0,15708516.0
March 2019,2483306.0,,,-23211.0,97625284.0,19230044.0
June 2019,3577644.0,,,4677085.0,133676476.0,48056007.0
September 2019,3727789.0,,,-7398683.0,137055911.0,51724507.0
December 2019,50443981.0,,,-78439910.0,61571741.0,7376742.0
March 2020,3873702.0,,,-2421444.0,65342284.0,10433065.0
June 2020,4058861.0,,,-1214037.0,67832027.0,12619369.0
September 2020,5281684.0,,,1658867.0,72450782.0,16912980.0
December 2020,3579990.0,,,4120603.0,76445171.0,21043221.0
March 2021,6147649.0,,,4220000.0,89984782.0,31693386.0
June 2021,7404459.0,,,7492852.0,102874292.0,39760302.0
September 2021,11561156.0,,,2020035.0,118237349.0,49786318.0
December 2021,14286326.0,,,-6508366.0,123204901.0,44612977.0
March 2022,9927000.0,,,4188000.0,136982000.0,54314000.0
June 2022,10510000.0,,,1823000.0,135878000.0,33550000.0
