,OperatingExpenses,NetIncomeLoss,Assets
March 2009,16911123.0,-752646.75,
June 2009,16911123.0,-752646.75,
September 2009,16911123.0,-752646.75,
December 2009,16911123.0,-752646.75,
March 2010,17152735.0,-779842.0,
June 2010,18302870.0,255567.0,
September 2010,18016656.0,-1004350.0,
December 2010,17485903.0,-1723636.0,209583431.0
March 2011,17586783.0,-989319.0,
June 2011,19351054.0,-182562.0,213214342.0
September 2011,19191343.0,-1117042.0,212597026.0
December 2011,18381485.0,-4186320.0,209299446.0
March 2012,18719004.0,-2294355.0,211160673.0
June 2012,20410903.0,-1653654.0,208756553.0
September 2012,19577732.0,-1615020.0,208037061.0
December 2012,18330698.0,1458354.0,204030869.0
March 2013,18306556.0,-2594916.0,204650304.0
June 2013,20285017.0,1310592.0,202290392.0
September 2013,19123547.0,-1649722.0,220428583.0
December 2013,20581632.0,0.0,228040102.0
March 2014,22249394.0,783002.0,296808957.0
June 2014,29120620.0,2166689.0,301397167.0
September 2014,28622841.0,,299697931.0
December 2014,30441730.0,,299820043.0
March 2015,27410462.0,575336.0,300484201.0
June 2015,29689455.0,,305423072.0
September 2015,31976036.0,,395044005.0
December 2015,34127473.0,,393058353.0
March 2016,33025990.0,231679.0,389533733.0
June 2016,34505616.0,231679.0,401250449.0
September 2016,33539913.0,231679.0,401950005.0
December 2016,33026914.0,231679.0,406019564.0
March 2017,32989182.0,2676016.0,400957288.0
June 2017,35178717.0,1081926.0,412993197.0
September 2017,34595193.0,-745555.0,416445537.0
December 2017,35339712.0,-2569884.0,409953340.0
March 2018,37041269.0,1206501.0,495355198.0
June 2018,42275569.0,2797258.0,492699023.0
September 2018,38298919.0,-1596164.0,501942162.0
December 2018,40451053.0,-2297659.0,493482847.0
March 2019,41927258.0,-183256.0,495791736.0
June 2019,42653243.0,1240671.0,493124437.0
September 2019,40402009.0,2082083.0,498649964.0
December 2019,42459108.0,-1230054.0,487226790.0
March 2020,39011968.0,-12134789.0,474762831.0
June 2020,16723112.0,-14935702.0,472131704.0
September 2020,21824217.0,-10070998.0,466209038.0
December 2020,23692949.0,-12052075.0,473033811.0
March 2021,24717808.0,-6876085.0,468632775.0
June 2021,31240158.0,-1374332.0,465215926.0
September 2021,32706524.0,-2238053.0,460046115.0
December 2021,46978440.0,-15733004.0,436050663.0
