,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2000,-1666.6666666666667,,,
September 2000,-1666.6666666666667,,,
December 2000,-1666.6666666666667,,,
March 2001,-51750.0,,,
June 2001,-51750.0,,,
September 2001,-51750.0,,,
December 2001,-51750.0,,,
March 2002,-100750.0,,,
June 2002,-100750.0,,,
September 2002,-100750.0,,,
December 2002,-100750.0,,,
March 2003,-218250.0,,,
June 2003,-218250.0,,,
September 2003,-218250.0,,,
December 2003,-218250.0,,,
March 2004,-434250.0,,,
June 2004,-434250.0,,,
September 2004,-434250.0,,,
December 2004,-434250.0,,,
March 2005,-401250.0,,,
June 2005,-401250.0,,,
September 2005,-401250.0,,,
December 2005,-401250.0,,,
March 2006,-627500.0,,,
June 2006,-627500.0,,,
September 2006,-627500.0,,,
December 2006,-627500.0,,,
March 2007,-3261750.0,,,
June 2007,-3261750.0,,,
September 2007,-3261750.0,,,
December 2007,-3261750.0,,,
March 2008,-1004500.0,,,
June 2008,-1004500.0,,,
September 2008,-1004500.0,,,
December 2008,-1004500.0,,,
March 2009,-1106000.0,,,
June 2009,-1106000.0,,,
September 2009,-1106000.0,,,
December 2009,-1106000.0,,,
March 2010,-1360000.0,,,
June 2010,-23526000.0,,,
September 2010,-1433000.0,,,
December 2010,-1339000.0,49303000.0,23170000.0,
March 2011,-2421000.0,,,
June 2011,-1910000.0,53472000.0,10995000.0,
September 2011,-44646000.0,29682000.0,25998000.0,
December 2011,-3205000.0,26767000.0,22847000.0,
March 2012,-2702000.0,24546000.0,20256000.0,
June 2012,-2200000.0,22701000.0,18036000.0,
September 2012,-1587000.0,24235000.0,17977000.0,
December 2012,-3805000.0,21304000.0,16268000.0,
March 2013,-3241000.0,17761000.0,14343000.0,
June 2013,-1241000.0,17192000.0,13607000.0,
September 2013,-1241000.0,17167000.0,13423000.0,
December 2013,-3354000.0,14939000.0,12140000.0,
March 2014,-2264000.0,13544000.0,10595000.0,
June 2014,-1643000.0,12856000.0,9700000.0,
September 2014,-1250000.0,12127000.0,8247000.0,
December 2014,-1599000.0,11880000.0,7634000.0,
March 2015,-2409000.0,10775000.0,6378000.0,
June 2015,-2078000.0,10687000.0,6119000.0,
September 2015,-2003000.0,10884000.0,6076000.0,
December 2015,-816000.0,10432000.0,5040000.0,
March 2016,-1552000.0,12655000.0,6810000.0,
June 2016,-3470000.0,12430000.0,6182000.0,
September 2016,-1724000.0,11842000.0,5418000.0,
December 2016,-1767000.0,11650000.0,4978000.0,162000.0
March 2017,-3375000.0,16282000.0,7380000.0,264000.0
June 2017,-4971000.0,19443000.0,7583000.0,
September 2017,-1462000.0,27023000.0,9692000.0,
December 2017,-181000.0,33548000.0,10433000.0,
March 2018,-6251000.0,34473000.0,7114000.0,
June 2018,-1241000.0,39541000.0,7842000.0,
September 2018,781000.0,42719000.0,7269000.0,
December 2018,-31800000.0,12521000.0,5371000.0,
March 2019,-2170000.0,11914000.0,3839000.0,
June 2019,-1313000.0,12903000.0,4657000.0,
September 2019,-1619000.0,15585000.0,5789000.0,
December 2019,-1591000.0,18656000.0,6899000.0,
March 2020,-1608000.0,26176000.0,9649000.0,
June 2020,-1924000.0,27875000.0,10960000.0,
September 2020,-1796000.0,39391000.0,21994000.0,
December 2020,-1668000.0,43503000.0,19394000.0,
March 2021,-2560000.0,44071000.0,11968000.0,
June 2021,-4056000.0,53560000.0,13174000.0,
September 2021,-2303000.0,56476000.0,9050000.0,
December 2021,-1802000.0,63431000.0,8641000.0,
March 2022,-2166000.0,69886000.0,14073000.0,
June 2022,-2597000.0,69891000.0,9082000.0,
