,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,423333.0,-185234.0,,,
June 2010,332652.0,-159393.0,,,
September 2010,402588.0,-275257.0,,,
December 2010,423704.0,-264203.0,759472.0,29718.0,
March 2011,329930.0,-184657.0,,,
June 2011,368232.0,-95050.0,,42318.0,
September 2011,404355.0,-221096.0,745862.0,28287.0,
December 2011,388440.0,-193060.0,805543.0,112179.0,
March 2012,349407.0,-173320.0,847479.0,56667.0,
June 2012,363327.0,-171882.0,786844.0,72531.0,
September 2012,408331.0,-247744.0,702822.0,13193.0,
December 2012,445181.0,-308438.0,686616.0,17175.0,
March 2013,353966.0,-186367.0,932761.0,272972.0,
June 2013,383770.0,-159407.0,710814.0,77809.0,
September 2013,388406.0,-288364.0,634992.0,23694.0,
December 2013,373534.0,-232977.0,668201.0,4632.0,668201.0
March 2014,344055.0,-142009.0,669800.0,207810.0,877610.0
June 2014,359440.0,160029.0,704809.0,44945.0,
September 2014,391422.0,-268735.0,647079.0,14028.0,
December 2014,-754371.0,956042.0,612101.0,10937.0,
March 2015,87292.0,-137054.0,649032.0,66443.0,
June 2015,95306.0,-173608.0,613755.0,50267.0,
September 2015,98719.0,-208512.0,558289.0,21875.0,
December 2015,71434.0,1238564.0,566842.0,39469.0,
March 2016,74327.0,127461.0,570489.0,71886.0,
June 2016,99324.0,183483.0,501623.0,500952.0,
September 2016,81420.0,181874.0,481578.0,481112.0,
December 2016,99465.0,135222.0,344.0,38.0,
March 2017,17385.0,17512.0,599.0,420.0,
June 2017,24629.0,24670.0,447.0,309.0,
September 2017,19930.0,19972.0,32173.0,32076.0,
December 2017,23795.0,23836.0,28457.0,28402.0,
March 2018,19307.0,20193.5,24945.0,14240.0,
June 2018,22689.0,20193.5,21359.0,7182.0,
September 2018,19250.0,20193.5,17786.0,14184.0,
December 2018,19473.0,20193.5,14215.0,14215.0,
March 2019,34233.0,20956.5,10783.0,10783.0,
June 2019,17069.0,20956.5,7201.0,7201.0,
September 2019,13940.0,20956.5,3619.0,3619.0,
December 2019,18584.0,20956.5,37.0,37.0,
March 2020,23488.0,-23488.0,150.0,150.0,
June 2020,12387.0,-12387.0,113.0,113.0,
September 2020,9482.0,-9482.0,75.0,75.0,
December 2020,25471.0,-25471.0,69.0,69.0,
March 2021,42945.0,-42945.0,172.0,172.0,
June 2021,20986.0,-20986.0,125.0,125.0,
September 2021,13072.0,-13072.0,78.0,78.0,
