,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2010,7488.333333333333,-170.0,,
December 2010,7488.333333333333,-170.0,,
March 2011,7488.333333333333,-11385.0,,
June 2011,7488.333333333333,-11385.0,,
September 2011,7488.333333333333,-11385.0,,
December 2011,7488.333333333333,-11385.0,,
March 2012,5160.75,-5373.25,,
June 2012,5160.75,-5373.25,,
September 2012,5160.75,-5373.25,,
December 2012,5160.75,-5373.25,155.0,155.0
March 2013,1225.0,-1225.0,,
June 2013,1403.0,-1403.0,,
September 2013,9556.0,-9556.0,,
December 2013,8109.0,-8909.0,155.0,155.0
March 2014,10042.0,-10042.0,155.0,155.0
June 2014,547.0,-547.0,155.0,155.0
September 2014,2372.0,-2372.0,155.0,155.0
