,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2009,190515750.0,5458750.0,,
June 2009,190515750.0,5458750.0,,
September 2009,190515750.0,5458750.0,,
December 2009,190515750.0,5458750.0,,
March 2010,186655000.0,2314000.0,,
June 2010,196096000.0,2435000.0,,
September 2010,189553000.0,4593000.0,,
December 2010,187348000.0,2574000.0,426302000.0,28405000.0
March 2011,189302000.0,2246000.0,,
June 2011,197894000.0,5508000.0,429341000.0,34856000.0
September 2011,198731000.0,3405000.0,452056000.0,49200000.0
December 2011,197652000.0,59000.0,458392000.0,52257000.0
March 2012,210308000.0,-3527000.0,446259000.0,38712000.0
June 2012,121411000.0,-111000.0,349501000.0,81105000.0
September 2012,174351000.0,-6694000.0,348717000.0,81968000.0
December 2012,48174000.0,-8908000.0,346256000.0,60268000.0
March 2013,161923000.0,-5199000.0,343150000.0,47695000.0
June 2013,173990000.0,-3496000.0,336648000.0,34817000.0
September 2013,168103000.0,-2762000.0,335718000.0,37012000.0
December 2013,164542000.0,-2062000.0,329481000.0,28675000.0
March 2014,157937000.0,-7429000.0,324595000.0,23096000.0
June 2014,166986000.0,-1932000.0,380683000.0,77966000.0
September 2014,179492000.0,-1721000.0,387372000.0,67300000.0
December 2014,195891000.0,-27035000.0,364573000.0,41629000.0
March 2015,197632000.0,-9276000.0,368062000.0,45548000.0
June 2015,206744000.0,-4977000.0,410311000.0,82471000.0
September 2015,205925000.0,7239000.0,425203000.0,92641000.0
December 2015,217495000.0,7018000.0,427256000.0,44995000.0
March 2016,215839000.0,2145000.0,429465000.0,36915000.0
June 2016,227472000.0,9376000.0,437283000.0,35587000.0
September 2016,229821000.0,4489000.0,459025000.0,36115000.0
December 2016,234749000.0,29462000.0,490155000.0,29669000.0
March 2017,241258000.0,-5596000.0,514295000.0,32326000.0
June 2017,267143000.0,6039000.0,562488000.0,64905000.0
September 2017,276551000.0,2795000.0,577432000.0,74807000.0
December 2017,274107000.0,3921000.0,581514000.0,60015000.0
March 2018,268922000.0,-3102000.0,588963000.0,66293000.0
June 2018,289217000.0,7788000.0,587480000.0,70005000.0
September 2018,287249000.0,3611000.0,600082000.0,51906000.0
December 2018,300564000.0,1807000.0,600251000.0,34678000.0
March 2019,295957000.0,-11469000.0,1112475000.0,33949000.0
June 2019,366456000.0,-3732000.0,1689667000.0,42629000.0
September 2019,403460000.0,-6812000.0,1734129000.0,43143000.0
December 2019,405635000.0,-9906000.0,1751460000.0,39785000.0
March 2020,373565000.0,-22209000.0,1778134000.0,75066000.0
June 2020,389941000.0,7842000.0,1772386000.0,83552000.0
September 2020,389941000.0,3531000.0,1776165000.0,106620000.0
December 2020,389941000.0,-18627000.0,1757085000.0,111945000.0
March 2021,,-7168000.0,1745190000.0,113140000.0
June 2021,,-9559000.0,1766418000.0,109416000.0
September 2021,,-9902000.0,1774464000.0,140342000.0
December 2021,,-16400000.0,1687064000.0,68348000.0
March 2022,,-21269000.0,1666462000.0,55941000.0
June 2022,,-26476000.0,1633897000.0,54813000.0
