,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2017,,,-1695.5,,,
March 2018,,0.0,-1695.5,,,
June 2018,,0.0,-368.0,1904.0,2437.0,4341.0
September 2018,5887.0,800.0,-5887.0,,,
December 2018,2501.0,800.0,-2501.0,,,
March 2019,1222.0,800.0,-1222.0,1608.0,7688.0,9296.0
June 2019,7719.0,800.0,-7719.0,1510.0,412.0,1510.0
September 2019,14113.0,,-14113.0,1411.0,187.0,92229.0
December 2019,19524.0,,-19524.0,83793.0,89.0,1312.0
March 2020,9314.0,,-86103.0,0.0,0.0,0.0
June 2020,9199.0,,-9200.0,0.0,,
September 2020,17750.0,,-17750.0,0.0,,
December 2020,9250.0,,-9250.0,0.0,,
March 2021,12207.0,,-12207.0,0.0,,
June 2021,9886.0,,-9886.0,0.0,0.0,
September 2021,17700.0,,-17700.0,,,
December 2021,9950.0,,-9950.0,,,
March 2022,9950.0,,-9950.0,0.0,0.0,
June 2022,10400.0,,-10400.0,,,
