,NetIncomeLoss,Assets
March 2010,7011000.0,
June 2010,7011000.0,
September 2010,7011000.0,
December 2010,7011000.0,2451095000.0
March 2011,8803000.0,
June 2011,8417000.0,2501952000.0
September 2011,9814000.0,2511295000.0
December 2011,10161000.0,2954061000.0
March 2012,7443000.0,2922220000.0
June 2012,8705000.0,2891738000.0
September 2012,8091000.0,2879241000.0
December 2012,8573000.0,2895408000.0
March 2013,7693000.0,2964952000.0
June 2013,6446000.0,2960517000.0
September 2013,8472000.0,3017469000.0
December 2013,8923000.0,3018718000.0
March 2014,7831000.0,3032542000.0
June 2014,8488000.0,3033923000.0
September 2014,8272000.0,3056767000.0
December 2014,9181000.0,3002485000.0
March 2015,7761000.0,2995836000.0
June 2015,6923000.0,2973821000.0
September 2015,8398000.0,2942833000.0
December 2015,7114000.0,2979585000.0
March 2016,13675000.0,2939240000.0
June 2016,8232000.0,2958016000.0
September 2016,8162000.0,3019323000.0
December 2016,8344000.0,2988527000.0
March 2017,9369000.0,2957285000.0
June 2017,8352000.0,2974688000.0
September 2017,8794000.0,2982342000.0
December 2017,2616000.0,3000668000.0
March 2018,8953000.0,2956653000.0
June 2018,15261000.0,2968048000.0
September 2018,11313000.0,2980935000.0
December 2018,11056000.0,3008718000.0
March 2019,9682000.0,3025565000.0
June 2019,12569000.0,3064212000.0
September 2019,12257000.0,3988119000.0
December 2019,14364000.0,4023250000.0
March 2020,12181000.0,4062414000.0
June 2020,11924000.0,4368112000.0
September 2020,14000000.0,4389996000.0
December 2020,15739000.0,4560520000.0
March 2021,12877000.0,4681216000.0
June 2021,16614000.0,4753308000.0
September 2021,16098000.0,4801093000.0
December 2021,7398000.0,5175099000.0
March 2022,20924000.0,5098588000.0
June 2022,15613000.0,5006648000.0
