,NetIncomeLoss,Assets
March 2009,1984250.0,
June 2009,1984250.0,
September 2009,1984250.0,
December 2009,1984250.0,
March 2010,2187000.0,
June 2010,2313000.0,
September 2010,2490000.0,
December 2010,1971000.0,796601000.0
March 2011,2496000.0,
June 2011,2543000.0,805036000.0
September 2011,2677000.0,824755000.0
December 2011,2191000.0,818546000.0
March 2012,2656000.0,823693000.0
June 2012,2578000.0,
September 2012,2764000.0,812828000.0
December 2012,2172000.0,819966000.0
March 2013,2526000.0,814685000.0
June 2013,3872000.0,844262000.0
September 2013,2155000.0,839692000.0
December 2013,1720000.0,901565000.0
March 2014,2298000.0,891946000.0
June 2014,2756000.0,892763000.0
September 2014,2383000.0,905685000.0
December 2014,2774000.0,912353000.0
March 2015,2449000.0,926386000.0
June 2015,2430000.0,936666000.0
September 2015,2485000.0,971542000.0
December 2015,1808000.0,983489000.0
March 2016,2176000.0,980826000.0
June 2016,2491000.0,983316000.0
September 2016,2144000.0,967893000.0
December 2016,2661000.0,984283000.0
March 2017,2286000.0,1002385000.0
June 2017,1919000.0,1005424000.0
September 2017,2056000.0,985108000.0
December 2017,2387000.0,990121000.0
March 2018,1777000.0,1001430000.0
June 2018,2476000.0,1010597000.0
September 2018,2596000.0,1013780000.0
December 2018,2362000.0,1012000000.0
March 2019,2243000.0,990768000.0
June 2019,2530000.0,1003812000.0
September 2019,2923000.0,1019994000.0
December 2019,2531000.0,1007226000.0
March 2020,2053000.0,1027207000.0
June 2020,3381000.0,1068719000.0
September 2020,3137000.0,1134735000.0
December 2020,3266000.0,1179047000.0
March 2021,3878000.0,1215521000.0
June 2021,3605000.0,1310466000.0
September 2021,4023000.0,1389939000.0
December 2021,3182000.0,1320350000.0
March 2022,3543000.0,1297087000.0
June 2022,3822000.0,1304582000.0
