,OperatingExpenses,NetIncomeLoss,Assets
March 2007,1385.5625,-1281.25,
June 2007,1385.5625,-1281.25,
September 2007,1385.5625,-1281.25,
December 2007,1385.5625,-1281.25,
March 2008,1385.5625,-1281.25,
June 2008,1385.5625,-1281.25,
September 2008,1385.5625,-1281.25,
December 2008,1385.5625,-1281.25,
March 2009,1385.5625,-1281.25,
June 2009,1385.5625,-1281.25,
September 2009,1385.5625,-1281.25,
December 2009,1385.5625,-1281.25,
March 2010,1385.5625,-1281.25,
June 2010,1385.5625,-1281.25,
September 2010,1385.5625,-1281.25,
December 2010,1385.5625,-1281.25,0.0
March 2011,33201.0,-33201.0,
June 2011,56051.0,-56051.0,0.0
September 2011,29631.0,-29631.0,
