,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2009,,14776750.0,
June 2009,,14776750.0,
September 2009,,14776750.0,
December 2009,,14776750.0,
March 2010,,-2972000.0,
June 2010,,-3273000.0,
September 2010,,8922000.0,
December 2010,,2448000.0,789324000.0
March 2011,,-2473000.0,
June 2011,,-3921000.0,825155000.0
September 2011,,36428000.0,846696000.0
December 2011,,-22880000.0,794857000.0
March 2012,,2802000.0,797771000.0
June 2012,,811000.0,777980000.0
September 2012,,-703000.0,889939000.0
December 2012,,10032000.0,918434000.0
March 2013,,3951000.0,972678000.0
June 2013,,541000.0,979552000.0
September 2013,,11830000.0,1003487000.0
December 2013,,12999000.0,1172152000.0
March 2014,,8334000.0,1143244000.0
June 2014,,14822000.0,1222352000.0
September 2014,,5227000.0,1268239000.0
December 2014,,-11800000.0,1258199000.0
March 2015,,-8158000.0,1236971000.0
June 2015,,-34507000.0,1192319000.0
September 2015,,-164216000.0,1041216000.0
December 2015,,-6166000.0,972246000.0
March 2016,,-4376000.0,948052000.0
June 2016,,9614000.0,681833000.0
September 2016,,9665000.0,692077000.0
December 2016,,43745000.0,733208000.0
March 2017,17066666.666666668,25205000.0,763594000.0
June 2017,17066666.666666668,-2579000.0,768119000.0
September 2017,17066666.666666668,45202000.0,793533000.0
December 2017,24100000.0,-17574000.0,761912000.0
March 2018,5400000.0,4500000.0,781098000.0
June 2018,6500000.0,9421000.0,810859000.0
September 2018,7500000.0,54900000.0,893100000.0
December 2018,5700000.0,3300000.0,918700000.0
March 2019,6200000.0,10100000.0,984900000.0
June 2019,7900000.0,6900000.0,1325200000.0
September 2019,9100000.0,12700000.0,1455700000.0
December 2019,10500000.0,16900000.0,1479900000.0
March 2020,11200000.0,9600000.0,1675600000.0
June 2020,11200000.0,10100000.0,1685400000.0
September 2020,12800000.0,24200000.0,1739900000.0
December 2020,15500000.0,22000000.0,1809200000.0
March 2021,16300000.0,28400000.0,1898900000.0
June 2021,16900000.0,15800000.0,2015000000.0
September 2021,19700000.0,44000000.0,2101700000.0
December 2021,21500000.0,40500000.0,2162500000.0
March 2022,24300000.0,47800000.0,2231600000.0
June 2022,24100000.0,39700000.0,2267800000.0
