,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,29747250.0,25052750.0,,
June 2008,29747250.0,25052750.0,,
September 2008,29747250.0,25052750.0,,
December 2008,29747250.0,25052750.0,,
March 2009,21461000.0,16308000.0,,
June 2009,27076000.0,25503000.0,,
September 2009,24517000.0,32808000.0,,
December 2009,26183000.0,23631000.0,340037000.0,127862000.0
March 2010,21816000.0,15793000.0,,
June 2010,22824000.0,27011000.0,390208000.0,150230000.0
September 2010,23156000.0,40494000.0,403307000.0,165190000.0
December 2010,26744000.0,24143000.0,411722000.0,163582000.0
March 2011,23847000.0,15730000.0,412373000.0,147868000.0
June 2011,26539000.0,27578000.0,441305000.0,171464000.0
September 2011,22555000.0,42302000.0,467921000.0,209757000.0
December 2011,33463000.0,24786000.0,447689000.0,194796000.0
March 2012,24349000.0,19997000.0,443232000.0,178478000.0
June 2012,24554000.0,31862000.0,857738000.0,583873000.0
September 2012,23170000.0,44377000.0,483071000.0,214677000.0
December 2012,29779000.0,24451000.0,531902000.0,282730000.0
March 2013,26916000.0,15523000.0,545973000.0,239773000.0
June 2013,30180000.0,31807000.0,562712000.0,255704000.0
September 2013,26409000.0,41512000.0,555709000.0,258267000.0
December 2013,30062000.0,23443000.0,540099000.0,306974000.0
March 2014,26680000.0,18972000.0,554900000.0,277714000.0
June 2014,31413000.0,35400000.0,628442000.0,385003000.0
September 2014,30236000.0,39365000.0,664187000.0,405426000.0
December 2014,33089000.0,25285000.0,637917000.0,325429000.0
March 2015,32438000.0,21594000.0,661122000.0,357272000.0
June 2015,33122000.0,35813000.0,702593000.0,397577000.0
September 2015,30152000.0,41419000.0,712762000.0,359533000.0
December 2015,38542000.0,29203000.0,717010000.0,310953000.0
March 2016,35119000.0,21163000.0,787263000.0,338116000.0
June 2016,40039000.0,38822000.0,843390000.0,378043000.0
September 2016,34357000.0,47565000.0,846276000.0,371929000.0
December 2016,39213000.0,31821000.0,852468000.0,344873000.0
March 2017,32846000.0,28744000.0,904132000.0,342862000.0
June 2017,38208000.0,44995000.0,947973000.0,380227000.0
September 2017,46573000.0,57189000.0,961192000.0,455323000.0
December 2017,45750000.0,-6441000.0,927607000.0,402933000.0
March 2018,40864000.0,25086000.0,1052017000.0,231845000.0
June 2018,46270000.0,79839000.0,1123016000.0,283152000.0
September 2018,38191000.0,79959000.0,1161037000.0,280615000.0
December 2018,44702000.0,31471000.0,1138370000.0,243784000.0
March 2019,39514000.0,30081000.0,1173816000.0,250671000.0
June 2019,46909000.0,74389000.0,1214277000.0,276864000.0
September 2019,38308000.0,76239000.0,1374262000.0,260264000.0
December 2019,44206000.0,42169000.0,1386672000.0,236589000.0
March 2020,28383000.0,55463000.0,1703952000.0,531279000.0
June 2020,36115000.0,-2441000.0,1686041000.0,524479000.0
September 2020,31413000.0,14500000.0,1570146000.0,415570000.0
December 2020,52999000.0,7865000.0,1587333000.0,432914000.0
March 2021,30267000.0,22337000.0,1584138000.0,445144000.0
June 2021,34470000.0,85882000.0,1728794000.0,607540000.0
September 2021,35110000.0,116655000.0,1865934000.0,710969000.0
December 2021,45776000.0,64083000.0,1931824000.0,761661000.0
March 2022,30324000.0,67391000.0,1972028000.0,788018000.0
June 2022,43888000.0,106168000.0,2076841000.0,983609000.0
