,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2008,137000000.0,108750000.0,,
September 2008,137000000.0,108750000.0,,
December 2008,137000000.0,108750000.0,,
March 2009,137000000.0,108750000.0,,
June 2009,117200000.0,121400000.0,,
September 2009,125100000.0,147300000.0,,
December 2009,131500000.0,107900000.0,,
March 2010,165200000.0,72400000.0,,
June 2010,131900000.0,111400000.0,,
September 2010,132900000.0,154000000.0,,
December 2010,142300000.0,140700000.0,,
March 2011,166900000.0,165900000.0,,
June 2011,139000000.0,118100000.0,,
September 2011,146800000.0,157600000.0,,
December 2011,148000000.0,133100000.0,,
March 2012,176200000.0,104200000.0,,
June 2012,148500000.0,147500000.0,,
September 2012,159100000.0,173000000.0,,
December 2012,162000000.0,157600000.0,,
March 2013,180400000.0,112900000.0,,
June 2013,156000000.0,143000000.0,,
September 2013,162000000.0,206000000.0,,
December 2013,161000000.0,177000000.0,,
March 2014,207000000.0,133000000.0,,
June 2014,170000000.0,150000000.0,,
September 2014,178000000.0,208000000.0,,
December 2014,163000000.0,186000000.0,,
March 2015,186000000.0,140000000.0,,
June 2015,169000000.0,156000000.0,,
September 2015,171000000.0,200000000.0,,
December 2015,167000000.0,190000000.0,,
March 2016,181000000.0,521000000.0,,
June 2016,163000000.0,144000000.0,,
September 2016,163000000.0,197000000.0,,
December 2016,162000000.0,182000000.0,,
March 2017,179000000.0,146000000.0,,
June 2017,161000000.0,178000000.0,,
September 2017,163000000.0,239000000.0,,
December 2017,173000000.0,190000000.0,,
March 2018,268000000.0,110000000.0,,
June 2018,168000000.0,200000000.0,,
September 2018,161000000.0,249000000.0,,
December 2018,149000000.0,227000000.0,,
March 2019,163000000.0,159000000.0,,
June 2019,164000000.0,186000000.0,,
September 2019,158000000.0,282000000.0,,
December 2019,153000000.0,231000000.0,,
March 2020,167000000.0,128000000.0,,
June 2020,148000000.0,324000000.0,,
September 2020,155000000.0,240000000.0,,
December 2020,157000000.0,219000000.0,,
March 2021,211000000.0,120000000.0,,
June 2021,168000000.0,192000000.0,,
September 2021,165000000.0,236000000.0,,
December 2021,162000000.0,259000000.0,,
March 2022,195000000.0,151000000.0,,
June 2022,175000000.0,249000000.0,,
