,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,-517000.0,,
June 2010,,-283000.0,,
September 2010,,-238000.0,,
December 2010,,331000.0,39328000.0,39322000.0
March 2011,,-126000.0,,
June 2011,,-243000.0,38859000.0,38854000.0
September 2011,,-296000.0,38575000.0,38570000.0
December 2011,,-401000.0,38273000.0,38269000.0
March 2012,,-256000.0,37954000.0,37950000.0
June 2012,,-667000.0,37685000.0,37681000.0
September 2012,,-749000.0,37071000.0,37066000.0
December 2012,,251000.0,45320000.0,26047000.0
March 2013,,60000.0,45270000.0,25879000.0
June 2013,,387000.0,44936000.0,18911000.0
September 2013,,620000.0,45489000.0,11514000.0
December 2013,,11795000.0,61575000.0,9032000.0
March 2014,,1457000.0,69255000.0,5580000.0
June 2014,,1392000.0,71360000.0,18308000.0
September 2014,,432000.0,135102000.0,71497000.0
December 2014,,-1824000.0,188219000.0,71067000.0
March 2015,,2256000.0,191345000.0,
June 2015,,-375000.0,190384000.0,
September 2015,,-5778000.0,184285000.0,
December 2015,,-3473000.0,180487000.0,
March 2016,,3096000.0,183785000.0,
June 2016,,-1046000.0,182215000.0,
September 2016,,3121000.0,185193000.0,
December 2016,,23717000.0,208932000.0,
March 2017,,5236000.0,212357000.0,
June 2017,,3409000.0,215610000.0,
September 2017,,2758000.0,218494000.0,
December 2017,,-8356000.0,209883000.0,
March 2018,,3644000.0,214190000.0,
June 2018,,3668000.0,217316000.0,
September 2018,,-5716000.0,213145000.0,
December 2018,,4599000.0,215662000.0,22560000.0
March 2019,0.0,6559000.0,221309000.0,
June 2019,0.0,,224668000.0,
September 2019,286000.0,,247535000.0,
December 2019,890000.0,,254372000.0,16601000.0
March 2020,1150000.0,1300500.0,265119000.0,28789000.0
June 2020,1008000.0,1300500.0,259012000.0,22726000.0
September 2020,1182000.0,1300500.0,256803000.0,16969000.0
December 2020,928000.0,1300500.0,273901000.0,6671000.0
March 2021,1548000.0,3389000.0,277218000.0,6907000.0
June 2021,1542000.0,13970000.0,272823000.0,12829000.0
September 2021,2487000.0,4285000.0,276621000.0,24761000.0
December 2021,1770000.0,4285000.0,282665000.0,47427000.0
March 2022,1901000.0,3478000.0,285950000.0,45960000.0
June 2022,1480000.0,565000.0,284425000.0,58840000.0
