,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2014,720750.0,788000.0,,,
September 2014,720750.0,788000.0,,,
December 2014,720750.0,788000.0,,,
March 2015,720750.0,788000.0,,,
June 2015,716000.0,722000.0,,,
September 2015,727000.0,573000.0,,,
December 2015,710000.0,635000.0,,,
March 2016,748000.0,1156000.0,,,
June 2016,718000.0,567000.0,,,
September 2016,745000.0,692000.0,,,
December 2016,706000.0,792000.0,,,
March 2017,728000.0,350000.0,,,
June 2017,663000.0,518000.0,,,
September 2017,772000.0,722000.0,,,
December 2017,852000.0,791000.0,,,
March 2018,836000.0,515000.0,,,
June 2018,855000.0,617000.0,,,
September 2018,888000.0,768000.0,,,
December 2018,851000.0,1173000.0,,,
March 2019,900000.0,726000.0,,,
June 2019,873000.0,976000.0,,,
September 2019,904000.0,864000.0,,,
December 2019,923000.0,1364000.0,,,
March 2020,975000.0,-1100000.0,,,
June 2020,909000.0,2492000.0,,,
September 2020,989000.0,860000.0,,,
December 2020,1032000.0,4447000.0,,,
March 2021,1093000.0,3023000.0,,,
June 2021,1107000.0,1746000.0,,,
September 2021,1091000.0,1688000.0,,,
December 2021,1049000.0,161000.0,,,
March 2022,1120000.0,-29000.0,,,
June 2022,1087000.0,1051000.0,,,
