,NetIncomeLoss,Assets
March 2009,633500.0,
June 2009,633500.0,
September 2009,633500.0,
December 2009,633500.0,
March 2010,585000.0,
June 2010,603000.0,
September 2010,617000.0,
December 2010,753000.0,320875000.0
March 2011,579000.0,
June 2011,457000.0,320205000.0
September 2011,496000.0,315907000.0
December 2011,585000.0,313128000.0
March 2012,519000.0,319328000.0
June 2012,616000.0,322510000.0
September 2012,647000.0,319354000.0
December 2012,725000.0,311862000.0
March 2013,500000.0,312365000.0
June 2013,994000.0,315658000.0
September 2013,576000.0,318470000.0
December 2013,638000.0,316708000.0
March 2014,620000.0,316168000.0
June 2014,519000.0,317282000.0
September 2014,879000.0,321717000.0
December 2014,799000.0,333346000.0
March 2015,669000.0,330738000.0
June 2015,552000.0,348084000.0
