,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2013,1409000000.0,181750000.0,238750000.0,,
June 2013,1409000000.0,181750000.0,238750000.0,,
September 2013,1409000000.0,181750000.0,238750000.0,,
December 2013,1409000000.0,181750000.0,238750000.0,,
March 2014,1556000000.0,198000000.0,-382000000.0,,
June 2014,1653000000.0,221000000.0,281000000.0,,
September 2014,1703000000.0,232000000.0,234000000.0,,
December 2014,1845000000.0,96000000.0,286000000.0,21917000000.0,17565000000.0
March 2015,1815000000.0,185000000.0,255000000.0,,
June 2015,1899000000.0,241000000.0,305000000.0,26911000000.0,19713000000.0
September 2015,1928000000.0,197000000.0,301000000.0,27896000000.0,20554000000.0
December 2015,2145000000.0,169000000.0,367000000.0,28881000000.0,20648000000.0
March 2016,2137000000.0,195000000.0,365000000.0,29470000000.0,21968000000.0
June 2016,2279000000.0,209000000.0,323000000.0,30631000000.0,23457000000.0
September 2016,2319000000.0,215000000.0,323000000.0,31356000000.0,24161000000.0
December 2016,2521000000.0,215000000.0,390000000.0,33103000000.0,25733000000.0
March 2017,2544000000.0,214000000.0,384000000.0,33493000000.0,25425000000.0
June 2017,2706000000.0,232000000.0,411000000.0,35290000000.0,27035000000.0
September 2017,2816000000.0,240000000.0,380000000.0,37761000000.0,29437000000.0
December 2017,2901000000.0,267000000.0,620000000.0,40774000000.0,32645000000.0
March 2018,3151000000.0,258000000.0,511000000.0,42322000000.0,34742000000.0
June 2018,3285000000.0,255000000.0,526000000.0,41677000000.0,34184000000.0
September 2018,3193000000.0,269000000.0,436000000.0,43724000000.0,33990000000.0
December 2018,3628000000.0,289000000.0,584000000.0,43332000000.0,32963000000.0
March 2019,3610000000.0,,667000000.0,46280000000.0,34891000000.0
June 2019,3600000000.0,,823000000.0,48391000000.0,36435000000.0
September 2019,3681000000.0,,462000000.0,50223000000.0,37748000000.0
December 2019,4162000000.0,,507000000.0,51333000000.0,38495000000.0
March 2020,4220000000.0,,84000000.0,54266000000.0,38184000000.0
June 2020,4310000000.0,,1530000000.0,63166000000.0,46500000000.0
September 2020,4482000000.0,,1021000000.0,65582000000.0,48704000000.0
December 2020,5153000000.0,,1567000000.0,70379000000.0,50995000000.0
March 2021,4991000000.0,,1097000000.0,72517000000.0,53432000000.0
June 2021,5111000000.0,,1184000000.0,73816000000.0,53231000000.0
September 2021,5139000000.0,,1087000000.0,74534000000.0,54130000000.0
December 2021,5868000000.0,,801000000.0,75803000000.0,52574000000.0
March 2022,5772000000.0,,509000000.0,75805000000.0,52382000000.0
June 2022,6042000000.0,,-341000000.0,77810000000.0,55252000000.0
