,NetIncomeLoss,Assets,AssetsCurrent
March 2012,6749250.0,,
June 2012,6749250.0,,
September 2012,6749250.0,,
December 2012,6749250.0,,
March 2013,180000.0,,
June 2013,78158000.0,,
September 2013,95962000.0,,
December 2013,-22968000.0,2829161000.0,234897000.0
March 2014,-23516000.0,,
June 2014,-948349000.0,,
September 2014,112037000.0,4021667000.0,190127000.0
December 2014,328859000.0,4593547000.0,505617000.0
March 2015,45892000.0,4574222000.0,514080000.0
June 2015,-26702000.0,4480303000.0,433967000.0
September 2015,-135255000.0,4617268000.0,554755000.0
December 2015,89987000.0,5082849000.0,675704000.0
March 2016,5677000.0,5096913000.0,634556000.0
June 2016,-195961000.0,2100696000.0,191412000.0
