,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 1980,5374.901515151515,-5580.045454545455,,
June 1980,5374.901515151515,-5580.045454545455,,
September 1980,5374.901515151515,-5580.045454545455,,
December 1980,5374.901515151515,-5580.045454545455,,
March 1981,5374.901515151515,-5580.045454545455,,
June 1981,5374.901515151515,-5580.045454545455,,
September 1981,5374.901515151515,-5580.045454545455,,
December 1981,5374.901515151515,-5580.045454545455,,
March 1982,5374.901515151515,-5580.045454545455,,
June 1982,5374.901515151515,-5580.045454545455,,
September 1982,5374.901515151515,-5580.045454545455,,
December 1982,5374.901515151515,-5580.045454545455,,
March 1983,5374.901515151515,-5580.045454545455,,
June 1983,5374.901515151515,-5580.045454545455,,
September 1983,5374.901515151515,-5580.045454545455,,
December 1983,5374.901515151515,-5580.045454545455,,
March 1984,5374.901515151515,-5580.045454545455,,
June 1984,5374.901515151515,-5580.045454545455,,
September 1984,5374.901515151515,-5580.045454545455,,
December 1984,5374.901515151515,-5580.045454545455,,
March 1985,5374.901515151515,-5580.045454545455,,
June 1985,5374.901515151515,-5580.045454545455,,
September 1985,5374.901515151515,-5580.045454545455,,
December 1985,5374.901515151515,-5580.045454545455,,
March 1986,5374.901515151515,-5580.045454545455,,
June 1986,5374.901515151515,-5580.045454545455,,
September 1986,5374.901515151515,-5580.045454545455,,
December 1986,5374.901515151515,-5580.045454545455,,
March 1987,5374.901515151515,-5580.045454545455,,
June 1987,5374.901515151515,-5580.045454545455,,
September 1987,5374.901515151515,-5580.045454545455,,
December 1987,5374.901515151515,-5580.045454545455,,
March 1988,5374.901515151515,-5580.045454545455,,
June 1988,5374.901515151515,-5580.045454545455,,
September 1988,5374.901515151515,-5580.045454545455,,
December 1988,5374.901515151515,-5580.045454545455,,
March 1989,5374.901515151515,-5580.045454545455,,
June 1989,5374.901515151515,-5580.045454545455,,
September 1989,5374.901515151515,-5580.045454545455,,
December 1989,5374.901515151515,-5580.045454545455,,
March 1990,5374.901515151515,-5580.045454545455,,
June 1990,5374.901515151515,-5580.045454545455,,
September 1990,5374.901515151515,-5580.045454545455,,
December 1990,5374.901515151515,-5580.045454545455,,
March 1991,5374.901515151515,-5580.045454545455,,
June 1991,5374.901515151515,-5580.045454545455,,
September 1991,5374.901515151515,-5580.045454545455,,
December 1991,5374.901515151515,-5580.045454545455,,
March 1992,5374.901515151515,-5580.045454545455,,
June 1992,5374.901515151515,-5580.045454545455,,
September 1992,5374.901515151515,-5580.045454545455,,
December 1992,5374.901515151515,-5580.045454545455,,
March 1993,5374.901515151515,-5580.045454545455,,
