,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,518000.0,91000.0,2701000.0,,,
June 2010,724000.0,83000.0,2701000.0,,,
September 2010,550000.0,49000.0,-191000.0,,,
December 2010,479000.0,-63000.0,-324000.0,2837000.0,2759000.0,
March 2011,777000.0,124000.0,-248000.0,,,
June 2011,680000.0,113000.0,128000.0,2983000.0,2914000.0,
September 2011,698000.0,105000.0,108000.0,3045000.0,2974000.0,
December 2011,969000.0,102000.0,-477000.0,2979000.0,2905000.0,
March 2012,521000.0,134000.0,-470000.0,2052000.0,1980000.0,
June 2012,390000.0,113000.0,-420000.0,1558000.0,1491000.0,
September 2012,323000.0,95000.0,-59000.0,1558000.0,1498000.0,
December 2012,272000.0,66000.0,-127000.0,1156000.0,1102000.0,
March 2013,259000.0,83000.0,-111000.0,1078000.0,1031000.0,
June 2013,274000.0,91000.0,-92000.0,881000.0,839000.0,
September 2013,249000.0,70000.0,38000.0,779000.0,741000.0,
December 2013,293000.0,59000.0,-133000.0,703000.0,672000.0,
March 2014,200000.0,35000.0,673000.0,1533000.0,1506000.0,
June 2014,107000.0,12000.0,-127000.0,1113000.0,1108000.0,
September 2014,54000.0,1000.0,-58000.0,1003000.0,999000.0,
December 2014,193000.0,0.0,-126000.0,896000.0,896000.0,
March 2015,34000.0,,-33000.0,843000.0,843000.0,
June 2015,78000.0,,-72000.0,780000.0,780000.0,
September 2015,30000.0,,-18000.0,725000.0,725000.0,
December 2015,22000.0,,-16000.0,706000.0,706000.0,
March 2016,40000.0,,-40000.0,664000.0,664000.0,
June 2016,23000.0,29666.666666666668,-18000.0,644000.0,644000.0,
September 2016,,29666.666666666668,-18000.0,1047000.0,1047000.0,
December 2016,,29666.666666666668,-228000.0,972000.0,972000.0,
March 2017,,47000.0,-185000.0,805000.0,805000.0,
June 2017,,99000.0,-246000.0,595000.0,595000.0,
September 2017,,78000.0,-227000.0,375000.0,375000.0,
December 2017,,85000.0,-485000.0,583000.0,583000.0,
March 2018,,71000.0,-211000.0,383000.0,383000.0,
June 2018,,58000.0,-141000.0,181000.0,181000.0,
September 2018,,60000.0,-108000.0,64000.0,64000.0,
December 2018,,57000.0,-53000.0,27000.0,27000.0,
March 2019,,,-21000.0,38000.0,38000.0,
June 2019,,,-69000.0,38000.0,38000.0,
September 2019,,,-24000.0,20000.0,20000.0,
December 2019,,,-7000.0,22000.0,22000.0,
March 2020,,,-21000.0,13000.0,13000.0,
June 2020,,,-6000.0,63000.0,63000.0,
September 2020,,,-29000.0,13000.0,13000.0,
December 2020,,,-65000.0,11000.0,11000.0,
March 2021,30851.0,,-36000.0,5000.0,5000.0,
June 2021,42392.0,,-48000.0,4000.0,4000.0,
September 2021,,,-35000.0,38000.0,38000.0,
December 2021,,,-48000.0,7000.0,7000.0,124056.0
March 2022,211015.0,,-30000.0,7000.0,7000.0,
June 2022,265199.0,,-201396.0,405454.0,273583.0,131871.0
