,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,10466750.0,-13304750.0,,
June 2009,10466750.0,-13304750.0,,
September 2009,10466750.0,-13304750.0,,
December 2009,10466750.0,-13304750.0,,
March 2010,11762000.0,-16213000.0,,
June 2010,12149000.0,-16256000.0,,
September 2010,11637000.0,-12930000.0,,
December 2010,8958000.0,-16156000.0,69884000.0,49490000.0
March 2011,8083000.0,-8236000.0,,
June 2011,10257000.0,-13909000.0,102280000.0,82661000.0
September 2011,10190000.0,-11709000.0,88789000.0,69699000.0
December 2011,12811000.0,-18125000.0,141044000.0,123838000.0
March 2012,18593000.0,11449000.0,127141000.0,109833000.0
June 2012,20542000.0,-25395000.0,99839000.0,83188000.0
September 2012,13469000.0,4271000.0,272887000.0,257807000.0
December 2012,17578000.0,-22725000.0,250865000.0,237792000.0
March 2013,24008000.0,-30753000.0,226493000.0,213623000.0
June 2013,19779000.0,-28919000.0,197954000.0,184965000.0
September 2013,21673000.0,-33955000.0,168234000.0,156367000.0
December 2013,18794000.0,-28660000.0,141011000.0,129752000.0
March 2014,21077000.0,-34114000.0,223132000.0,211900000.0
June 2014,24185000.0,-64462000.0,197626000.0,186287000.0
